Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2004-01-01,,,,1000.0,36177665.0,303.99
2004-01-02,,,,1028.25,38498817.0,369.0
2004-01-05,,,,1024.37,35192512.0,346.43
2004-01-06,,,,1007.26,41173273.0,379.91
2004-01-07,,,,982.49,29396473.0,299.97
2004-01-08,,,,1007.53,27514265.0,306.72
2004-01-09,,,,1020.28,44399785.0,472.75
2004-01-12,,,,1011.17,30293872.0,339.92
2004-01-13,,,,1017.38,31366545.0,286.58
2004-01-14,,,,1030.82,38607570.0,385.79
2004-01-15,,,,1019.91,42170850.0,382.18
2004-01-16,,,,993.7,31596742.0,276.16
2004-01-19,,,,999.64,25980549.0,237.22
2004-01-20,,,,984.73,24407827.0,220.41
2004-01-21,,,,910.71,27652187.0,233.21
2004-01-22,,,,882.46,31266652.0,258.82
2004-01-23,,,,925.24,28707340.0,241.26
2004-01-27,,,,954.91,22639003.0,214.17
2004-01-28,,,,934.31,31168102.0,256.99
2004-01-29,,,,929.0,28267203.0,242.41
2004-01-30,,,,900.66,22448024.0,211.92
2004-02-03,,,,863.32,24836438.0,218.06
2004-02-04,,,,891.79,25274380.0,237.5
2004-02-05,,,,899.89,23600438.0,224.18
2004-02-06,,,,909.86,20757416.0,193.63
2004-02-09,,,,933.44,22826950.0,223.63
2004-02-10,,,,935.31,23178439.0,206.17
2004-02-11,,,,945.49,25692093.0,209.5
2004-02-12,,,,961.76,33799580.0,298.42
2004-02-13,,,,968.39,24330934.0,240.41
2004-02-16,,,,977.27,22734643.0,224.0
2004-02-17,,,,976.23,18535697.0,202.39
2004-02-18,,,,975.95,16567852.0,203.54
2004-02-19,,,,952.66,19308553.0,239.03
2004-02-20,,,,949.54,19063157.0,226.14
2004-02-23,,,,928.24,15872000.0,168.11
2004-02-24,,,,928.78,14734562.0,155.28
2004-02-25,,,,920.02,15357569.0,178.25
2004-02-26,,,,912.89,17698502.0,188.35
2004-02-27,,,,922.42,15242305.0,136.87
2004-03-01,,,,938.64,16155060.0,172.02
2004-03-03,,,,936.81,15854073.0,159.46
2004-03-04,,,,930.82,13043768.0,156.87
2004-03-05,,,,934.91,13955899.0,169.52
2004-03-08,,,,952.52,20258796.0,216.32
2004-03-09,,,,945.76,21830379.0,213.29
2004-03-10,,,,934.28,15591475.0,164.03
2004-03-11,,,,919.52,11372831.0,118.31
2004-03-12,,,,921.4,15135741.0,147.97
2004-03-15,,,,894.8,15061973.0,158.24
2004-03-16,,,,878.68,14696825.0,145.61
2004-03-17,,,,886.0,17718606.0,222.34
2004-03-18,,,,871.98,22579180.0,260.14
2004-03-19,,,,879.59,20855505.0,237.84
2004-03-22,,,,852.61,17677668.0,168.86
2004-03-23,,,,845.24,17381830.0,172.2
2004-03-24,,,,850.34,16995556.0,201.55
2004-03-25,,,,859.62,20941821.0,208.58
2004-03-26,,,,889.79,22175093.0,242.07
2004-03-29,,,,908.22,21093745.0,212.73
2004-03-30,,,,915.99,22958827.0,239.51
2004-03-31,,,,923.27,18915392.0,232.33
2004-04-01,,,,948.42,25875189.0,260.0
2004-04-02,,,,955.81,28056795.0,257.11
2004-04-05,,,,970.92,22961135.0,237.9
2004-04-06,,,,963.4,17382405.0,180.81
2004-04-07,,,,964.8,14351092.0,149.51
2004-04-08,,,,977.75,24258938.0,243.09
2004-04-12,,,,983.63,15907291.0,162.9
2004-04-13,,,,1000.79,30171418.0,252.33
2004-04-15,,,,1019.2,43771248.0,400.63
2004-04-16,,,,1024.18,30783123.0,283.6
2004-04-17,,,,1036.21,20272135.0,141.58
2004-04-19,,,,1023.91,39615831.0,326.13
2004-04-20,,,,1021.9,30122609.0,264.56
2004-04-21,,,,1040.56,34041020.0,323.32
2004-04-22,,,,1063.53,39449450.0,390.79
2004-04-23,,,,1068.36,42980835.0,426.48
2004-04-27,,,,1015.2,35838636.0,310.51
2004-04-28,,,,1016.69,42764899.0,335.5
2004-04-29,,,,1025.86,41655583.0,361.11
2004-04-30,,,,1027.44,30095692.0,262.8
2004-05-03,,,,1003.25,31080655.0,244.09
2004-05-04,,,,1038.03,42682894.0,335.94
2004-05-05,,,,1046.22,41231245.0,323.97
2004-05-06,,,,1070.29,53586503.0,442.37
2004-05-07,,,,1062.11,54090197.0,350.7
2004-05-10,,,,1044.16,38668391.0,250.25
2004-05-11,,,,988.26,34485081.0,243.5
2004-05-12,,,,996.11,39967638.0,272.42
2004-05-13,,,,997.86,56247506.0,383.83
2004-05-14,,,,891.61,57266794.0,390.45
2004-05-17,,,,787.42,34417691.0,196.89
2004-05-18,,,,853.87,33069879.0,211.97
2004-05-19,,,,905.71,37122340.0,244.34
2004-05-20,,,,909.45,33641604.0,223.7
2004-05-21,,,,898.49,26136907.0,175.87
2004-05-24,,,,918.23,24115391.0,195.47
2004-05-25,,,,910.33,25839552.0,214.46
2004-05-26,,,,924.05,28432212.0,233.88
2004-05-27,,,,914.72,22235645.0,176.16
2004-05-28,,,,876.52,25281962.0,217.99
2004-05-31,,,,834.7,25120467.0,185.19
2004-06-01,,,,857.2,21583993.0,162.86
2004-06-02,,,,868.85,21089257.0,166.78
2004-06-03,,,,851.7,29288125.0,195.58
2004-06-04,,,,851.12,19193195.0,138.26
2004-06-07,,,,860.0,22489276.0,235.46
2004-06-08,,,,860.21,22415539.0,186.34
2004-06-09,,,,869.86,27542322.0,190.58
2004-06-10,,,,872.83,19024114.0,133.84
2004-06-11,,,,856.63,26675333.0,168.2
2004-06-14,,,,827.54,19726068.0,130.93
2004-06-15,,,,832.0,19967749.0,149.64
2004-06-16,,,,833.86,20776275.0,150.09
2004-06-17,,,,830.52,18141004.0,126.34
2004-06-18,,,,823.23,21881633.0,144.92
2004-06-21,,,,807.57,19485788.0,123.29
2004-06-22,,,,800.79,15743064.0,97.09
2004-06-23,,,,780.48,15808368.0,101.86
2004-06-24,,,,784.26,19634010.0,133.45
2004-06-25,,,,796.45,20898181.0,145.75
2004-06-28,,,,815.28,29815631.0,209.5
2004-06-29,,,,820.25,33972083.0,231.69
2004-06-30,,,,813.42,22188557.0,150.16
2004-07-01,,,,825.95,21852707.0,156.84
2004-07-02,,,,827.1,21401284.0,150.25
2004-07-05,,,,817.54,15521299.0,127.34
2004-07-06,,,,819.39,18882023.0,131.58
2004-07-07,,,,822.2,21582250.0,155.51
2004-07-08,,,,807.88,54124053.0,317.97
2004-07-09,,,,823.05,31125665.0,211.64
2004-07-12,,,,827.85,21643975.0,155.02
2004-07-13,,,,822.87,15960912.0,121.6
2004-07-14,,,,824.61,24769415.0,169.94
2004-07-15,,,,830.49,30602029.0,227.42
2004-07-16,,,,843.52,31980456.0,224.28
2004-07-19,,,,851.4,37458469.0,260.15
2004-07-20,,,,846.13,22098875.0,164.2
2004-07-21,,,,847.85,23209464.0,153.75
2004-07-22,,,,856.25,39722566.0,247.15
2004-07-23,,,,860.62,31807468.0,239.49
2004-07-26,,,,863.8,27699827.0,216.68
2004-07-27,,,,850.77,20187666.0,156.72
2004-07-28,,,,843.74,15632713.0,128.4
2004-07-29,,,,850.8,20364318.0,142.08
2004-07-30,,,,855.87,25473667.0,191.98
2004-08-02,,,,854.51,20772554.0,147.93
2004-08-03,,,,856.18,26573956.0,181.43
2004-08-04,,,,860.76,19613732.0,166.62
2004-08-05,,,,873.87,23476253.0,194.37
2004-08-06,,,,870.27,42025175.0,294.82
2004-08-09,,,,875.68,45553849.0,283.08
2004-08-10,,,,876.65,37790359.0,202.03
2004-08-11,,,,859.3,31768683.0,197.25
2004-08-12,,,,849.34,24635137.0,161.41
2004-08-13,,,,852.33,27367359.0,170.8
2004-08-16,,,,849.99,19273851.0,127.13
2004-08-17,,,,862.69,34352996.0,221.31
2004-08-18,,,,855.88,34460181.0,226.19
2004-08-19,,,,863.06,23656529.0,160.16
2004-08-20,,,,857.39,20050779.0,156.08
2004-08-23,,,,848.12,19386927.0,129.13
2004-08-24,,,,857.59,25036287.0,158.02
2004-08-25,,,,864.34,36943660.0,211.24
2004-08-26,,,,875.66,34138155.0,227.49
2004-08-27,,,,882.07,36328361.0,246.55
2004-08-30,,,,901.93,30154301.0,217.61
2004-08-31,,,,905.53,36321273.0,306.42
2004-09-01,,,,915.54,37124225.0,247.55
2004-09-02,,,,914.34,35811643.0,245.4
2004-09-03,,,,928.21,33471919.0,252.15
2004-09-06,,,,936.0,33111133.0,251.84
2004-09-07,,,,943.82,38088035.0,276.85
2004-09-08,,,,946.43,34057577.0,242.01
2004-09-09,,,,935.55,28629216.0,220.58
2004-09-10,,,,940.52,23018025.0,191.73
2004-09-13,,,,941.57,22777480.0,206.11
2004-09-14,,,,940.14,23779435.0,184.51
2004-09-15,,,,943.37,24592679.0,218.99
2004-09-16,,,,956.26,28282944.0,215.97
2004-09-17,,,,959.48,27181527.0,223.24
2004-09-20,,,,961.5,24846923.0,201.38
2004-09-21,,,,968.82,19783721.0,184.14
