Date,Open,High,Low,Close
2001-10-08,520.45,520.45,510.45,515.85
2001-10-09,516.9,521.35,516.6,520.95
2001-10-10,521.5,525.7,521.35,525.7
2001-10-11,526.85,532.2,526.55,529.7
2001-10-12,529.8,535.15,528.9,529.4
2001-10-15,530.95,534.2,530.95,532.6
2001-10-16,533.35,538.7,533.15,538.5
2001-10-17,539.4,545.8,539.4,543.45
2001-10-18,543.9,545.25,541.8,543.35
2001-10-19,544.2,546.4,544.2,546.0
2001-10-22,545.95,558.55,545.8,554.5
2001-10-23,555.45,562.15,555.45,559.15
2001-10-24,560.15,564.05,559.2,561.6
2001-10-25,562.25,564.0,560.85,563.65
2001-10-29,563.95,568.4,563.95,565.0
2001-10-30,564.6,564.6,557.85,558.65
2001-10-31,559.0,560.85,557.0,559.95
2001-11-01,560.05,564.5,560.05,563.85
2001-11-02,564.15,570.75,564.15,566.55
2001-11-05,568.05,574.95,568.05,572.75
2001-11-06,573.35,580.3,573.35,579.3
2001-11-07,579.7,584.05,578.8,579.35
2001-11-08,579.55,584.6,579.2,584.05
2001-11-09,584.1,588.3,582.95,588.1
2001-11-12,587.3,596.7,587.2,594.9
2001-11-13,594.4,598.35,589.7,595.75
2001-11-14,595.75,603.3,595.75,602.65
2001-11-15,603.55,608.15,602.35,607.7
2001-11-19,608.35,622.2,608.35,619.75
2001-11-20,620.2,626.95,614.2,614.55
2001-11-21,614.55,625.55,614.55,624.05
2001-11-22,624.05,636.75,624.05,632.05
2001-11-23,634.25,639.45,629.95,632.1
2001-11-26,633.4,645.05,633.4,643.25
2001-11-27,645.55,649.2,641.3,642.5
2001-11-28,644.25,647.05,636.45,637.8
2001-11-29,637.5,637.5,631.1,637.3
2001-12-03,638.5,644.75,638.5,643.0
2001-12-04,643.6,650.7,643.6,649.9
2001-12-05,652.7,663.1,652.7,661.35
2001-12-06,664.1,670.3,652.6,652.85
2001-12-07,654.1,656.85,650.85,652.55
2001-12-10,653.75,661.95,653.75,661.7
2001-12-11,662.45,672.25,662.45,664.1
2001-12-12,664.75,673.35,662.1,663.55
2001-12-13,663.7,665.55,637.25,646.7
2001-12-14,646.0,646.8,640.7,646.8
2001-12-18,647.55,653.0,630.55,640.25
2001-12-19,643.45,643.5,622.95,622.95
2001-12-20,622.95,623.5,610.45,614.15
2001-12-21,612.85,612.85,597.85,600.35
2001-12-24,595.6,596.4,580.8,596.4
2001-12-26,596.4,604.0,592.95,593.0
2001-12-27,594.5,597.15,589.4,590.15
2001-12-28,591.3,601.4,586.3,600.9
2001-12-31,601.45,619.9,601.45,619.55
2002-01-01,620.95,628.45,613.75,615.8
2002-01-02,615.95,620.65,615.2,618.45
2002-01-03,619.85,625.9,619.85,625.35
2002-01-04,627.25,633.4,627.25,630.55
2002-01-07,631.35,639.95,631.35,634.65
2002-01-08,634.85,636.7,629.15,631.65
2002-01-09,633.15,635.9,621.1,622.65
2002-01-10,622.25,629.35,622.2,623.7
2002-01-11,623.55,627.65,610.8,616.35
2002-01-14,621.0,634.25,621.0,631.75
2002-01-15,632.3,634.7,627.05,627.95
2002-01-16,630.1,632.4,626.8,630.4
2002-01-17,629.1,640.6,627.35,640.6
2002-01-18,641.6,646.4,640.25,641.0
2002-01-21,642.5,649.65,642.5,645.0
2002-01-22,645.15,649.8,643.65,644.75
2002-01-23,644.7,648.9,642.1,643.65
2002-01-24,643.35,647.4,634.6,635.5
2002-01-25,636.1,636.8,631.95,636.05
2002-01-28,636.6,639.5,632.3,632.35
2002-01-29,633.05,637.4,632.9,634.1
2002-01-30,632.0,632.0,627.2,628.65
2002-01-31,628.9,636.4,628.9,635.1
2002-02-01,637.1,644.45,637.1,640.8
2002-02-04,644.2,651.1,644.2,647.85
2002-02-05,648.5,652.15,647.9,652.1
2002-02-06,657.7,681.9,657.7,678.6
2002-02-07,684.15,687.2,665.75,667.35
2002-02-08,667.6,683.2,667.6,683.2
2002-02-11,690.3,702.2,690.3,696.3
2002-02-12,701.3,707.75,697.45,699.65
2002-02-13,701.75,707.25,701.75,704.55
2002-02-14,707.1,713.95,707.1,713.1
2002-02-15,715.55,725.2,715.55,719.15
2002-02-18,723.0,730.95,717.55,722.15
2002-02-19,724.95,725.8,711.1,711.8
2002-02-20,710.55,714.1,706.6,708.35
2002-02-21,712.45,721.4,712.45,718.0
2002-02-22,718.65,725.3,717.8,723.0
2002-02-25,723.8,731.7,723.8,728.05
2002-02-26,730.0,740.6,730.0,739.25
2002-02-27,742.35,749.6,731.2,731.7
2002-02-28,735.15,744.45,689.5,691.85
2002-03-01,691.85,710.65,690.75,710.65
2002-03-04,716.35,725.4,716.35,723.05
2002-03-05,725.7,731.1,721.6,723.55
2002-03-06,725.05,730.75,720.05,721.55
2002-03-07,725.4,728.4,724.9,725.55
2002-03-08,728.85,730.15,725.4,726.1
2002-03-11,728.95,730.55,718.8,720.05
2002-03-12,721.3,721.3,709.65,710.8
2002-03-13,711.1,720.5,710.2,716.65
2002-03-14,716.85,724.4,716.85,720.2
2002-03-15,721.9,735.6,721.9,734.25
2002-03-18,737.65,750.85,737.65,743.9
2002-03-19,745.85,748.55,731.05,732.7
2002-03-20,733.35,737.0,728.25,730.95
2002-03-21,731.8,738.0,731.8,733.6
2002-03-22,735.55,740.05,730.4,731.0
2002-03-26,732.15,733.65,726.5,728.1
2002-03-27,728.5,734.1,727.25,728.45
2002-03-28,730.45,737.85,730.45,736.4
2002-04-01,739.75,750.9,739.75,749.75
2002-04-02,750.2,758.95,748.05,749.55
2002-04-03,749.0,750.75,745.0,747.8
2002-04-04,750.7,762.7,750.7,758.9
2002-04-05,763.3,771.2,763.3,769.2
2002-04-08,774.1,778.85,772.0,772.65
2002-04-09,775.7,777.95,769.3,775.25
2002-04-10,778.15,786.6,774.95,786.2
2002-04-11,790.15,798.45,790.15,796.35
2002-04-12,797.7,803.1,796.25,800.35
2002-04-15,802.05,807.65,794.2,795.6
2002-04-16,793.95,798.25,789.15,790.25
2002-04-17,793.6,803.75,793.6,801.1
2002-04-18,805.55,810.95,804.55,808.15
2002-04-19,810.7,812.25,794.2,795.8
2002-04-22,796.85,799.0,787.85,791.75
2002-04-23,793.25,801.0,793.25,797.7
2002-04-24,799.75,805.9,799.75,804.15
2002-04-25,806.7,808.65,799.55,800.2
2002-04-26,803.4,810.6,799.75,801.3
2002-04-29,802.25,805.2,798.9,800.75
2002-04-30,802.95,812.3,802.95,811.25
2002-05-02,814.25,821.75,814.25,817.4
2002-05-03,818.6,821.05,815.8,818.7
2002-05-06,821.35,826.35,821.35,825.7
2002-05-07,825.3,832.3,825.3,828.4
2002-05-08,832.1,836.6,829.2,830.85
2002-05-09,836.65,839.85,831.4,833.4
2002-05-10,832.65,835.3,824.5,826.25
2002-05-13,826.05,832.55,826.05,828.85
2002-05-14,831.6,833.2,825.3,826.75
2002-05-15,829.4,831.15,808.5,810.85
2002-05-16,812.75,814.3,799.5,803.75
2002-05-17,803.95,805.5,786.95,794.65
2002-05-20,796.0,796.0,764.35,768.65
2002-05-21,763.85,763.85,724.75,741.6
2002-05-22,739.4,757.15,734.15,752.5
2002-05-23,755.8,758.5,749.5,750.75
2002-05-24,756.75,790.05,756.75,788.2
2002-05-27,791.8,799.15,782.6,788.6
2002-05-28,785.85,785.85,763.9,765.7
2002-05-29,769.45,778.05,763.9,776.65
2002-05-30,777.6,788.7,766.35,767.85
2002-05-31,769.3,771.05,758.9,764.3
2002-06-03,766.45,781.9,766.45,777.6
2002-06-04,777.1,788.8,776.3,788.3
2002-06-05,790.95,804.65,790.95,802.65
2002-06-06,805.85,809.8,790.9,796.75
2002-06-07,795.2,796.8,779.75,781.1
2002-06-10,784.65,805.35,784.65,802.85
2002-06-11,806.75,829.55,806.75,827.95
2002-06-12,828.35,838.15,827.6,829.6
2002-06-13,831.9,840.75,830.6,831.75
2002-06-14,832.1,840.5,831.85,839.3
2002-06-17,847.35,855.6,847.35,851.45
2002-06-18,858.75,860.55,842.75,843.95
2002-06-19,844.95,847.85,826.15,830.0
2002-06-20,829.45,838.55,827.45,836.75
2002-06-21,839.3,843.95,832.8,835.05
2002-06-24,836.05,838.55,832.95,833.8
2002-06-25,836.9,839.85,827.5,832.75
2002-06-26,832.6,832.6,812.4,814.05
2002-06-27,819.65,827.1,819.65,825.5
2002-06-28,825.95,836.25,825.95,832.85
2002-07-01,835.55,847.4,835.55,846.3
2002-07-02,846.25,851.7,844.4,846.1
2002-07-03,847.35,853.0,846.95,850.1
2002-07-04,851.6,861.45,851.6,856.6
2002-07-05,858.35,867.6,858.35,866.15
2002-07-08,870.6,884.15,870.6,878.4
2002-07-09,879.8,883.35,873.3,874.05
2002-07-10,874.6,879.1,862.25,862.75
2002-07-11,862.6,862.6,846.95,848.7
2002-07-12,851.35,859.75,847.7,850.8
2002-07-15,851.05,851.15,827.65,831.2
2002-07-16,831.25,837.9,822.6,824.4
2002-07-17,824.7,827.05,804.85,810.95
2002-07-18,813.7,826.6,813.7,825.75
2002-07-19,823.85,826.15,819.65,821.3
2002-07-22,812.0,812.0,791.05,793.1
2002-07-23,788.95,803.4,787.45,802.45
2002-07-24,799.5,800.9,787.25,787.9
2002-07-25,794.65,805.7,785.55,788.85
2002-07-26,785.35,785.35,761.75,762.75
2002-07-29,765.3,767.45,730.25,744.1
2002-07-30,749.35,756.8,723.75,727.65
2002-07-31,725.15,731.35,705.9,727.0
2002-08-01,728.9,740.9,723.95,725.95
2002-08-02,721.5,726.0,715.25,723.85
2002-08-05,725.6,738.7,725.6,736.75
2002-08-06,735.1,742.3,732.25,741.4
2002-08-07,745.65,753.3,744.9,745.8
2002-08-08,747.15,747.55,728.0,729.3
2002-08-09,731.2,735.2,725.1,733.5
2002-08-12,734.45,739.6,733.95,738.25
2002-08-13,740.0,743.0,738.8,739.3
2002-08-14,739.0,742.45,735.25,736.25
2002-08-16,739.45,742.3,735.75,736.9
2002-08-19,739.25,741.25,735.45,735.85
2002-08-20,736.2,744.25,736.2,743.55
2002-08-21,744.25,750.2,743.1,743.45
2002-08-22,744.35,747.3,740.95,741.75
2002-08-23,742.25,745.35,741.3,743.25
2002-08-26,742.05,746.7,742.05,743.05
2002-08-27,743.0,746.85,733.7,734.2
2002-08-28,733.15,736.05,731.45,732.4
2002-08-29,730.75,732.65,727.0,727.9
2002-08-30,729.2,736.45,728.45,735.55
2002-09-02,738.45,747.6,738.45,742.65
2002-09-03,743.2,744.4,737.4,738.15
2002-09-04,735.3,740.9,733.6,740.15
2002-09-05,742.35,745.4,739.35,740.2
2002-09-06,739.6,739.6,731.65,733.15
2002-09-09,731.85,731.85,721.2,722.9
2002-09-11,724.0,729.85,724.0,728.7
2002-09-12,729.7,733.65,729.7,732.25
2002-09-13,732.25,735.5,729.4,730.55
2002-09-16,732.9,734.35,718.9,719.85
2002-09-17,721.65,726.35,721.45,723.65
2002-09-18,722.85,724.1,714.3,714.85
2002-09-19,715.75,716.4,703.05,706.45
2002-09-20,703.3,706.95,698.65,705.65
2002-09-23,708.6,709.15,703.65,704.55
2002-09-24,706.2,706.2,695.1,695.8
2002-09-25,693.45,697.9,692.8,697.4
2002-09-26,699.15,702.5,699.1,699.55
2002-09-27,698.55,705.7,698.55,704.7
2002-09-30,704.65,705.3,693.3,694.9
2002-10-01,694.15,697.15,686.7,688.35
2002-10-03,689.45,692.2,685.05,685.45
2002-10-04,686.6,689.15,684.65,686.2
2002-10-07,686.4,697.25,686.4,696.0
2002-10-08,696.85,700.95,696.15,699.35
2002-10-09,701.1,704.35,695.45,696.1
2002-10-10,696.9,698.3,688.85,693.8
2002-10-11,696.4,699.5,696.4,697.05
2002-10-14,697.45,700.25,695.15,695.65
2002-10-16,698.05,701.05,690.55,691.25
2002-10-17,691.5,692.75,688.3,691.65
2002-10-18,693.6,699.3,693.45,694.35
2002-10-21,695.4,697.4,693.65,694.15
2002-10-22,697.6,697.6,686.55,687.4
2002-10-23,688.8,688.8,682.35,682.55
2002-10-24,683.0,683.25,677.85,678.55
2002-10-25,678.4,678.4,669.1,670.5
2002-10-28,670.8,671.3,662.6,663.15
2002-10-29,662.8,670.5,662.8,669.65
2002-10-30,669.75,675.7,669.75,673.7
2002-10-31,675.45,676.3,673.45,675.5
2002-11-01,676.85,679.35,672.9,673.6
2002-11-04,674.75,679.5,674.75,679.35
2002-11-05,679.9,679.9,674.75,675.2
2002-11-07,675.85,679.2,674.9,675.3
2002-11-08,675.95,676.3,672.95,674.5
2002-11-11,674.25,674.8,669.45,670.5
2002-11-12,670.2,671.2,666.05,667.9
2002-11-13,668.8,673.65,668.6,669.0
2002-11-14,668.75,672.2,668.75,669.6
2002-11-15,672.0,674.4,672.0,673.05
2002-11-18,675.7,679.6,674.75,678.55
2002-11-20,679.4,684.45,679.4,682.9
2002-11-21,687.65,691.1,687.05,687.65
2002-11-22,689.95,696.85,689.95,692.55
2002-11-25,693.65,701.1,693.65,699.6
2002-11-26,701.5,705.95,701.5,703.85
2002-11-27,703.8,707.45,701.7,702.7
2002-11-28,704.95,710.85,704.95,709.55
2002-11-29,710.45,722.05,708.95,720.6
2002-12-02,725.15,742.15,725.15,739.45
2002-12-03,740.0,743.8,725.35,726.9
2002-12-04,725.8,725.8,718.2,718.75
2002-12-05,720.15,729.95,720.15,728.35
2002-12-06,736.8,742.3,735.85,741.85
2002-12-09,744.75,752.35,734.1,735.75
2002-12-10,734.0,736.65,729.0,735.65
2002-12-11,741.5,743.65,736.5,739.0
2002-12-12,741.8,747.9,739.85,744.95
2002-12-13,748.05,755.75,748.05,754.85
2002-12-16,757.05,763.3,748.4,749.75
2002-12-17,750.4,751.1,737.15,742.65
2002-12-18,742.75,749.8,742.75,748.55
2002-12-19,747.7,754.4,745.2,750.05
2002-12-20,750.85,756.7,750.0,752.9
2002-12-23,754.15,755.3,747.35,747.75
2002-12-24,748.65,753.0,747.7,752.15
2002-12-26,754.25,759.7,754.25,755.9
2002-12-27,756.9,760.4,756.8,757.85
2002-12-30,755.9,757.85,752.8,756.9
2002-12-31,757.9,764.65,757.9,760.6
2003-01-01,762.45,765.95,762.45,764.65
2003-01-02,766.6,768.95,757.7,758.45
2003-01-03,761.6,763.4,755.45,756.2
2003-01-06,758.45,760.0,749.6,750.2
2003-01-07,752.95,755.2,747.15,749.0
2003-01-08,752.35,759.75,752.35,758.6
2003-01-09,759.2,768.9,759.2,768.05
2003-01-10,769.35,771.3,762.5,763.55
2003-01-13,763.6,767.8,760.8,764.8
2003-01-14,766.95,772.25,766.95,769.0
2003-01-15,771.4,776.55,771.2,772.7
2003-01-16,773.35,779.9,773.35,778.6
2003-01-17,778.7,783.1,777.8,780.2
2003-01-20,780.8,784.1,778.3,778.6
2003-01-21,779.75,785.9,778.4,780.5
2003-01-22,782.8,786.2,780.8,781.75
2003-01-23,782.15,783.0,773.85,775.05
2003-01-24,775.45,778.75,753.15,754.55
2003-01-27,757.25,757.25,727.1,729.75
2003-01-28,729.5,739.9,725.95,738.65
2003-01-29,739.0,748.0,738.05,739.15
2003-01-30,740.4,744.2,735.95,737.25
2003-01-31,737.45,737.45,731.25,734.7
2003-02-03,736.2,748.7,736.2,747.95
2003-02-04,750.15,756.3,748.35,749.05
2003-02-05,747.95,749.95,740.95,742.7
2003-02-06,743.1,748.9,741.2,748.1
2003-02-07,750.3,752.5,746.35,747.25
2003-02-10,747.7,748.75,734.85,735.8
2003-02-11,738.7,740.45,732.5,733.1
2003-02-12,734.4,734.7,727.55,728.4
2003-02-14,729.35,729.35,716.5,717.35
2003-02-17,725.35,740.1,725.35,738.9
2003-02-18,741.85,746.6,741.85,742.6
2003-02-19,743.2,750.55,743.2,748.45
2003-02-20,749.55,752.05,744.2,747.7
2003-02-21,747.1,749.65,745.25,746.8
2003-02-24,750.1,754.2,750.1,751.6
2003-02-25,750.9,750.9,741.35,741.95
2003-02-26,745.35,745.75,736.35,736.7
2003-02-27,738.15,747.0,736.45,744.7
2003-02-28,748.35,755.2,742.2,744.3
2003-03-03,752.0,754.55,744.35,745.0
2003-03-04,746.75,746.75,733.85,734.2
2003-03-05,734.6,734.6,720.3,727.6
2003-03-06,728.15,729.45,722.0,723.4
2003-03-07,720.4,720.4,707.35,708.8
2003-03-10,709.6,711.7,696.0,697.1
2003-03-11,692.75,700.0,688.5,698.85
2003-03-12,699.2,707.65,697.0,697.55
2003-03-13,698.45,699.15,692.0,694.7
2003-03-17,691.35,691.35,683.7,688.8
2003-03-19,692.0,696.45,689.4,690.25
2003-03-20,690.2,700.95,686.35,699.4
2003-03-21,700.65,706.15,700.35,703.95
2003-03-22,706.4,710.15,706.4,709.2
2003-03-24,709.45,709.45,693.65,694.35
2003-03-25,690.25,691.65,685.35,690.6
2003-03-26,691.4,698.75,688.2,689.4
2003-03-27,689.7,691.4,686.75,687.1
2003-03-28,687.5,691.8,684.45,685.5
2003-03-31,684.85,684.85,667.5,668.8
2003-04-01,668.9,678.95,668.9,676.0
2003-04-02,676.4,691.1,676.4,689.65
2003-04-03,694.45,700.75,694.45,700.35
2003-04-04,700.25,715.55,700.15,714.7
2003-04-07,718.0,731.0,718.0,729.85
2003-04-08,728.25,733.5,725.25,730.95
2003-04-09,730.2,732.15,723.5,724.65
2003-04-10,722.1,722.2,702.7,703.95
2003-04-11,704.2,713.9,699.25,706.9
2003-04-15,710.8,716.9,705.6,712.75
2003-04-16,713.95,715.75,713.0,714.15
2003-04-17,712.75,713.2,705.8,707.55
2003-04-21,707.15,720.2,707.15,719.65
2003-04-22,718.05,724.05,718.05,720.8
2003-04-23,723.3,725.5,715.75,716.9
2003-04-24,716.5,721.35,715.4,716.15
2003-04-25,716.4,719.2,714.15,714.9
2003-04-28,716.8,723.75,716.65,722.55
2003-04-29,724.25,727.5,721.0,721.95
2003-04-30,723.25,727.45,723.25,725.65
2003-05-02,729.85,743.55,729.85,742.8
2003-05-05,749.85,762.4,749.7,760.5
2003-05-06,762.2,770.15,762.2,764.95
2003-05-07,767.15,770.7,760.7,761.25
2003-05-08,762.5,765.0,758.1,759.95
2003-05-09,758.55,764.65,758.55,763.2
2003-05-12,764.65,776.05,764.65,773.6
2003-05-13,775.6,788.8,775.6,787.55
2003-05-14,789.3,800.0,789.3,797.55
2003-05-15,799.45,813.5,799.45,812.5
2003-05-16,814.3,824.15,809.65,817.1
2003-05-19,818.25,824.0,809.95,810.95
2003-05-20,808.15,821.3,806.6,819.5
2003-05-21,823.3,835.6,823.3,830.4
2003-05-22,832.1,841.85,832.1,836.1
2003-05-23,841.85,846.3,840.15,844.6
2003-05-26,847.1,862.0,845.25,860.85
2003-05-27,863.3,873.4,857.75,858.05
2003-05-28,862.7,865.8,856.55,864.65
2003-05-29,867.4,881.95,867.25,876.45
2003-05-30,879.75,895.3,879.75,887.85
2003-06-02,878.2,890.9,872.9,880.3
2003-06-03,882.2,888.7,878.4,883.2
2003-06-04,886.25,899.55,886.25,895.0
2003-06-05,900.3,907.0,888.15,890.65
2003-06-06,891.2,896.35,888.2,891.95
2003-06-09,893.85,907.7,893.85,906.35
2003-06-10,905.85,912.0,888.55,889.95
2003-06-11,891.95,903.9,891.45,898.4
2003-06-12,904.05,914.7,904.05,907.6
2003-06-13,909.6,911.6,902.1,903.2
2003-06-16,903.25,905.6,896.9,900.6
2003-06-17,904.1,917.6,904.1,915.25
2003-06-18,916.45,924.8,914.05,915.3
2003-06-19,917.95,925.75,915.15,919.1
2003-06-20,918.9,926.05,918.9,924.6
2003-06-23,929.55,937.65,921.45,922.25
2003-06-24,920.2,929.3,920.2,927.95
2003-06-25,932.7,944.05,932.7,942.4
2003-06-26,946.8,951.3,945.05,946.3
2003-06-27,948.9,960.65,942.65,959.55
2003-06-30,963.9,983.6,963.9,976.3
2003-07-01,979.1,987.15,972.7,981.55
2003-07-02,982.45,1008.8,982.45,998.55
2003-07-03,1007.3,1021.3,1002.85,1012.5
2003-07-04,1017.8,1023.25,1010.9,1015.3
2003-07-07,1022.2,1034.5,1019.4,1030.55
2003-07-08,1038.7,1042.65,1022.1,1024.45
2003-07-09,1025.55,1029.8,1001.95,1004.6
2003-07-10,1005.7,1014.3,1005.7,1009.2
2003-07-11,1012.75,1026.65,1012.75,1015.9
2003-07-14,1023.8,1034.05,1023.8,1030.95
2003-07-15,1030.8,1034.7,1001.35,1013.65
2003-07-16,1016.55,1030.05,1010.8,1029.35
2003-07-17,1031.7,1044.55,1010.5,1013.9
2003-07-18,1009.4,1018.15,994.85,1003.4
2003-07-21,1009.85,1014.0,988.3,990.6
2003-07-22,989.25,991.15,973.4,975.05
2003-07-23,981.15,993.6,978.7,984.8
2003-07-24,987.75,1000.45,987.75,999.1
2003-07-25,1003.05,1020.8,1003.05,1019.8
2003-07-28,1025.75,1039.5,1025.75,1029.9
2003-07-29,1031.1,1035.0,1021.2,1033.0
2003-07-30,1033.45,1051.3,1033.45,1050.5
2003-07-31,1053.95,1062.75,1045.8,1048.35
2003-08-01,1050.8,1058.65,1043.85,1056.3
2003-08-04,1056.25,1079.3,1054.05,1077.9
2003-08-05,1079.15,1097.3,1056.1,1057.1
2003-08-06,1053.35,1068.05,1045.9,1051.05
2003-08-07,1051.3,1076.25,1051.3,1074.8
2003-08-08,1078.9,1091.3,1078.9,1090.55
2003-08-11,1088.85,1107.0,1088.85,1101.3
2003-08-12,1110.05,1116.8,1099.8,1103.05
2003-08-13,1109.15,1118.35,1101.8,1117.55
2003-08-14,1119.95,1133.85,1119.8,1122.95
2003-08-18,1124.65,1154.85,1124.65,1153.2
2003-08-19,1170.2,1176.95,1131.3,1134.1
2003-08-20,1140.4,1153.75,1137.25,1144.65
2003-08-21,1149.55,1159.15,1145.3,1149.15
2003-08-22,1153.85,1159.0,1137.9,1146.25
2003-08-25,1155.25,1157.35,1081.75,1102.3
2003-08-26,1103.65,1152.45,1103.65,1149.9
2003-08-27,1151.75,1176.35,1151.75,1173.6
2003-08-28,1182.95,1186.45,1170.8,1176.5
2003-08-29,1182.05,1191.75,1178.1,1187.65
2003-09-01,1191.2,1207.95,1191.2,1202.2
2003-09-02,1207.85,1209.65,1185.55,1199.65
2003-09-03,1204.35,1215.3,1178.15,1182.75
2003-09-04,1187.15,1199.45,1175.4,1185.15
2003-09-05,1185.75,1202.85,1185.75,1201.2
2003-09-08,1206.05,1235.6,1206.05,1234.4
2003-09-09,1240.3,1246.15,1218.75,1223.15
2003-09-10,1221.8,1225.65,1206.5,1217.4
2003-09-11,1217.05,1239.1,1217.05,1227.8
2003-09-12,1235.95,1242.25,1205.55,1207.85
2003-09-15,1211.45,1211.45,1173.0,1175.8
2003-09-16,1176.05,1201.05,1157.55,1199.15
2003-09-17,1209.9,1219.25,1191.45,1195.35
2003-09-18,1196.6,1196.6,1155.3,1156.35
2003-09-19,1159.0,1173.25,1133.95,1159.35
2003-09-22,1167.0,1175.35,1157.5,1159.05
2003-09-23,1158.8,1177.9,1150.75,1173.8
2003-09-24,1176.55,1193.35,1172.25,1192.65
2003-09-25,1191.9,1206.9,1185.0,1196.0
2003-09-26,1198.0,1220.15,1198.0,1218.9
2003-09-29,1224.0,1240.45,1224.0,1232.5
2003-09-30,1237.7,1244.15,1235.3,1242.65
2003-10-01,1244.85,1259.4,1242.45,1253.0
2003-10-03,1261.2,1276.5,1261.2,1275.25
2003-10-06,1285.15,1306.15,1285.15,1304.0
2003-10-07,1314.8,1320.45,1296.95,1303.25
2003-10-08,1311.6,1322.5,1299.05,1311.15
2003-10-09,1317.05,1337.0,1317.05,1335.8
2003-10-10,1338.7,1349.3,1334.1,1337.15
2003-10-13,1339.5,1363.8,1339.5,1362.65
2003-10-14,1371.05,1373.6,1330.6,1333.45
2003-10-15,1333.55,1345.45,1319.4,1336.85
2003-10-16,1340.8,1359.0,1340.8,1355.5
2003-10-17,1359.45,1368.15,1354.0,1357.3
2003-10-20,1364.1,1369.5,1335.2,1337.65
2003-10-21,1342.35,1345.15,1300.3,1305.55
2003-10-22,1315.75,1322.15,1284.75,1294.0
2003-10-23,1297.8,1313.85,1283.05,1285.4
2003-10-24,1290.95,1313.2,1264.6,1309.35
2003-10-25,1320.35,1336.8,1320.35,1334.1
2003-10-27,1334.55,1337.6,1311.2,1313.05
2003-10-28,1314.35,1314.35,1292.3,1298.15
2003-10-29,1307.05,1312.1,1293.9,1303.9
2003-10-30,1309.5,1326.6,1304.0,1324.8
2003-10-31,1329.5,1354.85,1329.5,1353.65
2003-11-03,1357.45,1373.9,1357.45,1368.35
2003-11-04,1370.0,1382.35,1367.7,1375.3
2003-11-05,1378.6,1398.55,1374.25,1384.95
2003-11-06,1394.95,1409.2,1394.95,1402.85
2003-11-07,1407.1,1417.7,1397.7,1400.85
2003-11-10,1403.25,1421.9,1397.15,1420.15
2003-11-11,1425.2,1447.95,1425.2,1440.35
2003-11-12,1451.0,1467.9,1451.0,1458.05
2003-11-13,1468.4,1472.5,1424.0,1429.55
2003-11-14,1430.95,1431.45,1398.05,1400.7
2003-11-15,1401.25,1428.85,1394.05,1418.95
2003-11-17,1426.6,1445.25,1422.0,1442.7
2003-11-18,1445.0,1463.3,1438.4,1446.0
2003-11-19,1446.95,1446.95,1422.3,1425.75
2003-11-20,1428.05,1442.25,1398.5,1401.05
2003-11-21,1400.7,1405.85,1372.5,1401.75
2003-11-24,1406.7,1431.15,1406.7,1425.5
2003-11-25,1430.6,1446.85,1430.6,1445.9
2003-11-27,1455.6,1474.9,1455.6,1470.2
2003-11-28,1475.45,1485.35,1473.95,1481.9
2003-12-01,1492.7,1519.4,1492.7,1518.15
2003-12-02,1524.5,1535.45,1512.3,1531.4
2003-12-03,1544.6,1570.6,1543.3,1564.7
2003-12-04,1572.95,1589.8,1562.1,1583.85
2003-12-05,1592.7,1605.3,1559.25,1564.15
2003-12-09,1589.05,1622.1,1589.05,1621.2
2003-12-10,1625.45,1633.0,1612.2,1620.05
2003-12-11,1630.9,1644.7,1611.9,1627.45
2003-12-12,1637.8,1644.45,1627.45,1640.2
2003-12-15,1654.0,1670.4,1654.0,1666.0
2003-12-16,1666.75,1673.15,1647.75,1666.7
2003-12-17,1672.1,1686.65,1671.35,1676.95
2003-12-18,1685.5,1710.8,1681.65,1706.8
2003-12-19,1714.05,1734.55,1714.05,1726.4
2003-12-22,1733.65,1759.2,1733.65,1756.2
2003-12-23,1764.2,1774.9,1740.8,1745.0
2003-12-24,1751.05,1762.8,1745.25,1759.3
2003-12-26,1764.4,1791.8,1764.4,1789.05
2003-12-29,1796.1,1827.55,1796.1,1826.25
2003-12-30,1838.95,1845.05,1788.4,1799.25
2003-12-31,1803.55,1812.45,1784.1,1794.8
2004-01-01,1801.65,1831.05,1801.65,1829.2
2004-01-02,1838.45,1864.5,1838.45,1861.25
2004-01-05,1875.4,1883.25,1842.4,1853.6
2004-01-06,1856.35,1866.9,1808.6,1817.0
2004-01-07,1817.2,1822.1,1771.95,1792.7
2004-01-08,1809.45,1854.65,1809.45,1852.85
2004-01-09,1887.5,1897.0,1850.7,1861.2
2004-01-12,1862.4,1867.75,1832.45,1836.6
2004-01-13,1843.05,1855.25,1820.1,1846.15
2004-01-14,1857.4,1879.55,1857.4,1873.1
2004-01-15,1875.1,1895.4,1844.5,1850.5
2004-01-16,1853.45,1853.45,1786.5,1802.8
2004-01-19,1811.55,1814.5,1754.6,1807.65
2004-01-20,1819.95,1836.15,1776.0,1784.45
2004-01-21,1777.7,1778.1,1652.45,1661.5
2004-01-22,1669.2,1692.05,1600.6,1616.35
2004-01-23,1634.85,1707.55,1623.85,1698.45
2004-01-27,1716.9,1755.9,1709.45,1752.85
2004-01-28,1758.35,1763.1,1709.25,1719.95
2004-01-29,1722.2,1729.65,1700.6,1710.95
2004-01-30,1714.4,1721.65,1659.3,1662.0
2004-02-03,1667.1,1667.1,1567.5,1578.45
