Date,Open,High,Low,Close
1999-12-16,1086.55,1120.35,1086.55,1118.15
1999-12-17,1118.45,1146.15,1118.45,1135.75
1999-12-20,1136.3,1172.5,1136.3,1166.95
1999-12-21,1166.5,1184.15,1155.4,1159.25
1999-12-22,1160.3,1203.2,1160.3,1194.6
1999-12-23,1195.2,1200.55,1173.95,1173.95
1999-12-24,1174.6,1175.15,1132.45,1137.6
1999-12-27,1138.2,1139.0,1092.4,1093.55
1999-12-28,1092.8,1113.7,1088.65,1111.05
1999-12-29,1112.4,1137.65,1112.4,1134.45
1999-12-30,1134.6,1150.8,1134.6,1141.4
2000-01-03,1144.2,1216.3,1144.2,1216.1
2000-01-04,1218.1,1249.6,1218.1,1248.65
2000-01-05,1248.3,1252.0,1206.5,1215.5
2000-01-06,1234.9,1241.25,1222.05,1236.45
2000-01-07,1236.2,1236.2,1195.1,1198.45
2000-01-10,1199.35,1227.1,1199.35,1209.8
2000-01-11,1211.3,1218.4,1142.7,1159.05
2000-01-12,1160.0,1196.45,1160.0,1190.85
2000-01-13,1190.0,1212.85,1185.7,1187.45
2000-01-14,1188.1,1196.6,1165.05,1178.1
2000-01-17,1178.2,1203.9,1178.2,1192.6
2000-01-18,1194.65,1198.55,1176.15,1183.6
2000-01-19,1184.35,1224.1,1184.35,1215.85
2000-01-20,1215.95,1239.95,1212.7,1213.45
2000-01-21,1213.95,1233.0,1213.0,1232.7
2000-01-24,1233.0,1249.55,1224.9,1226.75
2000-01-25,1226.85,1231.25,1207.25,1231.25
2000-01-27,1232.15,1267.45,1232.15,1247.15
2000-01-28,1246.75,1272.0,1245.8,1268.9
2000-01-31,1268.5,1277.8,1236.2,1237.85
2000-02-01,1238.2,1263.2,1238.2,1262.9
2000-02-02,1265.7,1312.2,1265.7,1301.25
2000-02-03,1301.6,1322.2,1296.1,1300.9
2000-02-04,1301.4,1321.7,1299.5,1303.85
2000-02-07,1304.15,1310.35,1293.0,1297.1
2000-02-08,1298.35,1309.05,1283.3,1288.0
2000-02-09,1290.05,1330.75,1290.05,1304.7
2000-02-10,1303.65,1327.05,1302.0,1324.8
2000-02-11,1325.15,1350.85,1315.6,1318.05
2000-02-14,1318.5,1326.8,1279.7,1280.3
2000-02-15,1278.8,1284.85,1261.75,1267.3
2000-02-16,1268.55,1309.45,1268.55,1298.15
2000-02-17,1298.7,1342.35,1298.7,1341.45
2000-02-18,1342.3,1374.35,1340.25,1352.55
2000-02-21,1352.65,1376.0,1351.75,1373.15
2000-02-22,1373.5,1385.55,1356.5,1364.6
2000-02-23,1368.9,1427.05,1335.1,1338.9
2000-02-24,1339.2,1376.15,1329.15,1355.4
2000-02-25,1356.55,1380.1,1321.4,1334.05
2000-02-28,1335.1,1348.4,1301.1,1340.8
2000-02-29,1341.6,1385.8,1271.0,1273.9
2000-03-01,1275.35,1347.5,1275.15,1343.1
2000-03-02,1345.5,1401.85,1345.5,1369.1
2000-03-03,1367.65,1400.15,1334.65,1349.0
2000-03-06,1349.5,1387.0,1343.6,1355.15
2000-03-07,1356.2,1377.95,1343.55,1351.35
2000-03-08,1358.35,1383.25,1330.45,1335.25
2000-03-09,1336.9,1361.35,1279.6,1298.8
2000-03-10,1299.3,1316.8,1253.05,1262.35
2000-03-13,1262.65,1275.8,1211.2,1217.1
2000-03-14,1216.6,1216.6,1167.85,1190.7
2000-03-15,1190.95,1243.3,1166.6,1231.55
2000-03-16,1231.8,1241.65,1192.5,1195.6
2000-03-21,1195.65,1201.05,1163.2,1184.1
2000-03-22,1187.3,1235.1,1184.5,1214.85
2000-03-23,1215.3,1242.5,1182.15,1197.75
2000-03-24,1198.2,1211.65,1184.0,1211.2
2000-03-27,1211.15,1227.65,1210.7,1219.35
2000-03-28,1219.7,1229.6,1196.55,1215.15
2000-03-29,1215.4,1234.6,1200.65,1202.6
2000-03-30,1202.15,1206.15,1156.2,1181.5
2000-03-31,1179.6,1179.6,1142.4,1159.6
2000-04-03,1159.7,1172.55,1118.0,1118.55
2000-04-04,1116.7,1116.7,1040.35,1042.9
2000-04-05,1041.75,1041.75,1010.3,1024.05
2000-04-06,1024.2,1025.35,969.75,1002.7
2000-04-07,1002.85,1060.55,1002.85,1060.35
2000-04-10,1060.85,1111.8,1060.85,1106.35
2000-04-11,1106.15,1122.35,1065.5,1122.25
2000-04-12,1122.55,1142.2,1118.15,1121.7
2000-04-13,1121.0,1121.0,1074.15,1090.2
2000-04-17,1089.9,1089.9,1025.3,1027.3
2000-04-18,1029.85,1038.45,1007.2,1013.05
2000-04-19,1016.85,1038.5,972.05,981.55
2000-04-20,981.1,981.1,926.25,950.35
2000-04-24,950.45,950.45,912.2,913.2
2000-04-25,913.0,913.0,865.35,888.15
2000-04-26,888.75,927.0,888.75,925.65
2000-04-27,925.3,931.5,893.2,901.8
2000-04-28,901.95,911.95,878.85,890.25
2000-05-02,890.5,894.75,831.6,835.6
2000-05-03,832.8,832.8,788.7,830.3
2000-05-04,830.05,862.75,830.0,862.25
2000-05-05,862.3,902.5,862.3,901.0
2000-05-08,901.0,933.7,883.7,889.35
2000-05-09,889.1,911.2,869.65,909.75
2000-05-10,909.15,919.45,884.1,886.8
2000-05-11,886.45,886.45,844.6,850.65
2000-05-12,850.75,856.2,810.55,812.75
2000-05-15,812.75,824.4,769.25,808.8
2000-05-16,808.85,817.8,799.95,806.5
2000-05-17,807.45,838.7,799.9,805.05
2000-05-18,804.1,814.45,798.95,812.9
2000-05-19,811.8,819.65,801.75,813.55
2000-05-22,813.15,813.15,785.15,785.85
2000-05-23,785.8,787.8,762.1,780.15
2000-05-24,779.9,788.9,768.1,786.6
2000-05-25,786.75,804.05,786.75,793.1
2000-05-26,792.85,795.1,782.15,795.05
2000-05-29,794.75,813.25,793.05,811.45
2000-05-30,811.7,838.1,811.65,838.1
2000-05-31,839.35,875.0,839.35,863.8
2000-06-01,864.0,867.35,848.95,851.95
2000-06-02,852.3,877.35,852.3,875.45
2000-06-05,875.65,917.55,875.65,894.5
2000-06-06,894.55,901.4,884.6,900.45
2000-06-07,900.95,917.1,898.6,901.6
2000-06-08,901.8,915.9,901.8,913.6
2000-06-09,913.75,918.0,899.6,903.45
2000-06-12,903.75,908.4,894.35,894.95
2000-06-13,894.7,903.95,879.55,902.0
2000-06-14,902.1,921.4,902.1,912.7
2000-06-15,912.95,914.55,903.65,909.3
2000-06-16,909.2,921.8,909.1,921.5
2000-06-19,921.5,938.95,921.5,931.95
2000-06-20,932.25,957.7,932.25,955.65
2000-06-21,956.25,972.9,945.7,945.9
2000-06-22,946.0,956.8,940.4,949.55
2000-06-23,949.3,949.3,923.75,928.85
2000-06-26,928.65,928.65,902.85,914.65
2000-06-27,914.75,923.5,910.55,913.25
2000-06-28,913.25,918.05,906.9,917.55
2000-06-29,917.65,931.8,917.65,921.55
2000-06-30,921.4,921.4,907.75,912.95
2000-07-03,913.15,931.95,913.15,931.55
2000-07-04,931.6,939.25,931.35,937.4
2000-07-05,938.25,952.2,938.25,941.1
2000-07-06,941.0,941.0,931.75,934.75
2000-07-07,934.8,939.75,933.15,935.7
2000-07-10,935.7,941.1,930.3,931.95
2000-07-11,932.15,933.85,926.5,929.5
2000-07-12,930.4,949.05,930.4,948.45
2000-07-13,948.75,958.5,934.45,935.45
2000-07-14,935.25,942.95,928.95,935.1
2000-07-17,934.75,939.15,926.15,930.95
2000-07-18,931.05,931.45,914.2,918.15
2000-07-19,918.25,923.5,905.0,905.75
2000-07-20,905.8,907.75,890.65,897.9
2000-07-21,898.25,909.5,890.5,892.1
2000-07-24,891.9,891.9,839.05,839.15
2000-07-25,838.95,869.85,818.5,867.0
2000-07-26,867.35,881.7,854.65,856.3
2000-07-27,856.2,863.05,838.2,862.9
2000-07-28,862.65,864.3,850.75,854.45
2000-07-31,854.15,854.15,842.05,845.1
2000-08-01,845.15,850.9,834.15,836.25
2000-08-02,836.4,841.9,829.4,839.5
2000-08-03,839.35,843.65,825.1,825.4
2000-08-04,825.4,830.55,805.55,808.85
2000-08-07,808.7,809.7,795.3,799.05
2000-08-08,799.15,807.15,796.95,805.4
2000-08-09,806.0,818.6,806.0,815.35
2000-08-10,816.25,822.1,801.85,804.8
2000-08-11,804.65,805.7,789.4,793.0
2000-08-14,793.1,793.9,780.8,791.25
2000-08-16,791.65,820.65,791.65,819.45
2000-08-17,819.6,822.8,808.95,810.35
2000-08-18,810.35,822.5,810.3,821.7
2000-08-21,821.7,834.65,821.7,833.0
2000-08-22,833.05,839.2,829.7,838.45
2000-08-23,838.7,849.6,837.15,837.8
2000-08-24,838.2,843.1,832.5,841.2
2000-08-25,841.25,852.25,841.25,849.4
2000-08-28,849.55,854.25,846.6,848.25
2000-08-29,848.35,854.8,844.9,848.95
2000-08-30,849.05,862.65,849.05,853.15
2000-08-31,852.6,859.1,851.75,858.65
2000-09-04,858.85,875.8,858.85,858.65
2000-09-05,873.15,885.55,872.85,884.5
2000-09-06,884.7,902.5,883.95,897.55
2000-09-07,897.8,908.55,895.95,902.45
2000-09-08,902.1,913.9,902.1,911.75
2000-09-11,912.4,928.35,912.4,919.95
2000-09-12,920.0,921.4,906.45,909.2
2000-09-13,909.35,918.0,898.6,899.85
2000-09-14,899.3,909.3,896.5,902.4
2000-09-15,902.5,904.25,876.65,879.0
2000-09-18,878.9,878.9,849.0,851.85
2000-09-19,851.6,857.55,822.7,840.15
2000-09-20,840.2,857.15,840.15,854.85
2000-09-21,854.75,855.3,846.7,847.45
2000-09-22,847.45,847.45,815.3,817.85
2000-09-25,818.05,833.05,818.05,833.0
2000-09-26,833.05,833.1,813.8,816.85
2000-09-27,816.5,825.25,811.4,824.0
2000-09-28,823.65,826.35,813.45,813.7
2000-09-29,813.8,816.75,805.45,808.4
2000-10-03,808.3,808.3,800.5,805.7
2000-10-04,806.15,818.0,803.85,816.35
2000-10-05,816.25,824.2,809.75,809.9
2000-10-06,809.8,809.95,796.45,804.8
2000-10-09,805.1,805.75,791.85,792.0
2000-10-10,791.95,794.1,773.55,776.25
2000-10-11,775.85,775.95,757.9,765.1
2000-10-12,765.0,772.0,757.6,772.0
2000-10-13,772.0,772.0,751.85,755.45
2000-10-16,755.6,776.6,755.6,762.15
2000-10-17,762.1,762.65,740.6,747.55
2000-10-18,748.1,748.95,741.25,747.3
2000-10-19,747.45,759.8,735.55,759.25
2000-10-20,759.3,770.4,759.3,763.8
2000-10-23,764.45,764.6,745.3,747.3
2000-10-24,747.3,747.45,741.4,743.6
2000-10-25,743.7,766.8,743.7,765.7
2000-10-26,765.8,776.15,765.4,776.0
2000-10-27,776.0,779.1,772.05,778.9
2000-10-30,778.95,781.3,767.35,769.7
2000-10-31,769.75,769.8,762.85,769.2
2000-11-01,769.85,780.8,769.75,779.35
2000-11-02,779.55,787.4,777.95,786.9
2000-11-03,787.05,800.8,786.8,799.85
2000-11-06,799.9,809.75,799.9,804.65
2000-11-07,804.6,810.85,801.15,810.7
2000-11-08,810.75,829.4,810.75,823.95
2000-11-09,823.8,823.85,813.0,820.6
2000-11-10,820.65,820.8,803.25,805.05
2000-11-13,804.85,804.85,781.55,783.5
2000-11-14,783.6,803.5,783.1,801.2
2000-11-15,801.7,817.95,801.7,808.8
2000-11-16,809.0,815.35,806.35,810.5
2000-11-17,810.4,810.65,802.35,808.75
2000-11-20,808.8,819.8,808.15,818.5
2000-11-21,818.75,819.0,811.2,818.95
2000-11-22,818.65,825.7,815.35,816.15
2000-11-23,815.85,817.1,810.45,816.85
2000-11-24,816.9,820.35,816.9,819.8
2000-11-27,819.85,835.9,819.85,835.75
2000-11-28,835.8,842.3,834.35,842.2
2000-11-29,842.05,856.05,841.75,847.45
2000-11-30,847.8,852.1,845.1,845.4
2000-12-01,845.35,847.7,840.9,844.35
2000-12-04,844.4,854.25,844.4,847.85
2000-12-05,848.0,859.8,848.0,859.8
2000-12-06,860.15,876.45,860.15,866.65
2000-12-07,866.55,871.35,866.0,870.65
2000-12-08,870.65,887.2,870.65,887.15
2000-12-11,887.55,905.45,887.55,904.65
2000-12-12,904.7,912.1,902.55,906.0
2000-12-13,906.15,925.1,906.15,922.35
2000-12-14,922.4,930.45,913.3,914.35
2000-12-15,914.2,914.25,881.3,884.8
2000-12-18,884.55,889.65,871.35,888.2
2000-12-19,888.25,892.35,872.2,874.6
2000-12-20,874.7,879.2,869.75,876.65
2000-12-21,876.6,876.6,856.35,866.55
2000-12-22,866.6,874.25,832.55,834.8
2000-12-26,834.85,838.7,809.0,812.45
2000-12-27,812.95,834.9,811.4,833.05
2000-12-28,832.7,845.3,832.7,844.9
2000-12-29,845.1,856.0,841.6,855.85
2001-01-01,855.85,868.8,855.75,862.1
2001-01-02,862.15,871.25,860.5,870.75
2001-01-03,870.75,883.4,869.3,883.1
2001-01-04,883.35,899.6,874.1,874.9
2001-01-05,874.85,876.6,871.7,876.5
2001-01-08,876.25,877.4,859.85,863.4
2001-01-09,863.95,866.75,852.05,854.05
2001-01-10,854.3,867.85,853.95,856.55
2001-01-11,856.6,860.45,848.55,850.1
2001-01-12,850.2,855.4,844.0,845.4
2001-01-15,845.6,847.9,837.05,840.4
2001-01-16,841.0,845.4,838.05,842.15
2001-01-17,842.5,854.6,842.5,846.15
2001-01-18,846.15,849.5,844.1,849.25
2001-01-19,849.25,857.3,849.25,856.4
2001-01-22,856.4,866.55,856.15,866.25
2001-01-23,866.2,868.05,859.35,862.4
2001-01-24,862.65,876.2,862.65,875.9
2001-01-25,875.95,880.1,870.25,879.7
2001-01-29,879.65,879.65,847.0,856.9
2001-01-30,857.05,869.5,855.95,868.5
2001-01-31,868.6,884.15,868.6,872.25
2001-02-01,872.5,873.9,852.35,858.15
2001-02-02,858.25,869.0,857.65,864.65
2001-02-05,865.15,879.55,865.15,879.15
2001-02-06,879.2,900.05,879.2,897.3
2001-02-07,899.25,921.95,899.25,910.95
2001-02-08,910.75,933.5,910.75,933.35
2001-02-09,933.45,954.25,933.45,946.25
2001-02-12,946.4,957.95,942.45,946.4
2001-02-13,946.5,951.2,929.05,933.35
2001-02-14,933.45,943.9,930.35,940.95
2001-02-15,941.0,949.9,941.0,946.45
2001-02-16,946.55,950.5,910.8,914.35
2001-02-19,914.6,922.95,907.1,915.6
2001-02-20,915.65,920.2,909.45,913.55
2001-02-21,913.8,921.35,905.1,909.05
2001-02-22,909.15,909.35,883.6,898.45
2001-02-23,898.55,900.6,862.75,862.9
2001-02-26,863.05,871.2,854.8,869.35
2001-02-27,871.35,871.35,871.35,913.55
2001-02-28,848.1,876.55,846.3,864.75
2001-03-01,865.45,866.65,856.65,913.55
2001-03-02,865.9,878.25,820.15,822.85
2001-03-05,821.4,821.45,779.2,783.95
2001-03-07,794.8,803.25,771.15,795.75
2001-03-08,796.0,796.0,783.45,783.6
2001-03-09,764.65,764.65,737.9,748.05
2001-03-12,745.25,745.25,705.3,706.25
2001-03-13,687.05,687.05,647.45,653.35
2001-03-14,649.9,693.4,649.9,691.8
2001-03-15,688.3,704.7,682.95,704.4
2001-03-16,702.45,709.5,683.35,688.8
2001-03-19,689.4,692.75,681.75,687.5
2001-03-20,687.5,688.4,669.15,680.15
2001-03-21,680.65,690.3,671.9,690.3
2001-03-22,690.2,697.9,685.15,685.7
2001-03-23,687.1,688.55,659.55,666.1
2001-03-26,666.25,668.0,658.9,666.0
2001-03-27,666.05,675.5,664.7,674.8
2001-03-28,677.55,693.5,677.55,691.2
2001-03-29,689.05,689.15,676.9,682.8
2001-03-30,681.85,681.85,658.25,660.65
2001-04-02,654.85,654.85,627.35,640.45
2001-04-03,639.3,646.1,638.3,645.45
2001-04-04,642.75,643.0,634.4,642.55
2001-04-06,646.65,654.85,636.75,637.35
2001-04-09,638.05,640.95,635.4,640.1
2001-04-10,640.45,640.55,623.6,626.95
2001-04-11,630.15,631.95,613.25,615.05
2001-04-12,615.0,615.0,588.85,596.95
2001-04-16,596.65,609.0,593.15,608.6
2001-04-17,609.55,621.4,605.35,621.05
2001-04-18,623.45,651.7,623.45,651.7
2001-04-19,658.25,676.2,651.2,653.0
2001-04-20,653.1,656.6,639.35,648.15
2001-04-23,649.55,656.2,647.5,651.3
2001-04-24,652.7,656.4,644.2,656.4
2001-04-25,658.8,670.7,658.8,668.7
2001-04-26,670.8,675.75,662.95,663.45
2001-04-27,657.9,657.9,630.05,633.95
2001-04-30,633.75,642.7,631.85,642.7
2001-05-02,645.1,655.8,645.1,648.7
2001-05-03,651.15,653.0,641.85,645.15
2001-05-04,645.25,646.0,640.8,645.9
2001-05-07,647.55,653.7,647.55,651.95
2001-05-08,652.9,660.0,652.05,660.0
2001-05-09,660.6,665.15,654.7,654.9
2001-05-10,657.6,658.5,653.45,654.9
2001-05-11,655.75,655.75,649.05,651.45
2001-05-14,652.15,653.75,648.85,650.95
2001-05-15,650.7,650.7,631.8,647.25
2001-05-16,648.95,664.2,648.95,661.1
2001-05-17,662.0,672.1,662.0,671.95
2001-05-18,673.3,680.4,673.3,680.4
2001-05-21,680.85,691.45,680.85,686.7
2001-05-22,688.9,691.85,686.7,689.85
2001-05-23,690.5,704.05,690.5,704.05
2001-05-24,704.3,708.1,697.7,698.95
2001-05-25,700.55,703.05,693.6,703.0
2001-05-28,704.6,713.55,704.6,712.8
2001-05-29,713.7,721.55,713.7,721.45
2001-05-30,723.15,731.25,715.5,715.5
2001-05-31,715.7,717.2,703.85,717.0
2001-06-01,717.25,720.1,706.0,707.1
2001-06-04,708.8,709.4,688.55,689.0
2001-06-05,688.7,690.05,676.9,679.2
2001-06-06,680.2,689.75,680.2,683.75
2001-06-07,684.25,684.75,664.15,673.1
2001-06-08,673.3,678.9,673.3,678.05
2001-06-11,678.8,680.9,676.3,679.4
2001-06-12,679.4,680.4,673.6,676.7
2001-06-13,679.3,684.8,679.3,682.45
2001-06-14,682.6,684.15,674.25,674.8
2001-06-15,674.0,674.0,657.65,660.0
2001-06-18,659.9,659.9,644.5,649.4
2001-06-19,649.4,652.8,647.9,649.95
2001-06-20,649.65,650.45,646.2,648.1
2001-06-21,648.1,649.3,642.1,643.05
2001-06-22,643.0,643.6,628.3,629.0
2001-06-25,626.6,626.6,610.85,611.0
2001-06-26,610.1,623.15,607.15,623.0
2001-06-27,622.8,628.9,619.9,623.05
2001-06-28,623.3,624.3,618.35,618.8
2001-06-29,619.7,624.95,615.95,622.15
2001-07-02,622.25,629.65,622.25,627.5
2001-07-03,627.25,627.25,618.1,618.7
2001-07-04,619.25,622.6,615.5,617.9
2001-07-05,618.0,621.3,616.4,618.35
2001-07-06,618.5,620.2,614.75,615.6
2001-07-09,615.75,615.75,611.0,615.35
2001-07-10,616.15,619.95,616.15,617.6
2001-07-11,617.6,618.45,616.05,617.35
2001-07-12,617.45,622.5,617.45,622.35
2001-07-13,623.45,626.45,619.65,620.25
2001-07-16,621.0,625.0,621.0,622.8
2001-07-17,623.7,623.9,619.55,620.3
2001-07-18,621.55,622.35,617.3,617.35
2001-07-19,617.3,617.3,609.7,611.45
2001-07-20,611.5,612.2,604.2,604.6
2001-07-23,604.55,605.45,600.5,602.5
2001-07-24,602.35,602.35,590.45,591.1
2001-07-25,591.7,591.7,575.85,576.45
2001-07-26,576.4,578.0,571.25,574.65
2001-07-27,575.85,579.55,575.6,579.55
2001-07-30,579.4,586.1,579.4,585.8
2001-07-31,586.4,587.55,582.7,587.0
2001-08-01,588.75,589.9,584.3,584.5
2001-08-02,583.7,588.1,583.7,587.0
2001-08-03,586.85,592.3,586.85,591.4
2001-08-06,591.5,597.1,591.5,593.4
2001-08-07,593.7,595.6,589.8,590.75
2001-08-08,591.4,591.4,588.3,588.95
2001-08-09,589.2,590.55,587.85,588.65
2001-08-10,589.2,591.85,587.25,588.35
2001-08-13,588.95,591.15,586.4,587.05
2001-08-14,587.5,589.7,585.55,588.0
2001-08-16,587.65,589.25,586.25,586.85
2001-08-17,587.05,589.5,585.4,586.8
2001-08-20,588.0,588.05,584.2,584.85
2001-08-21,585.5,587.7,584.4,587.25
2001-08-23,587.25,587.9,585.5,587.0
2001-08-24,587.5,587.5,582.2,582.6
2001-08-27,583.4,587.2,583.4,585.95
2001-08-28,586.3,587.75,585.35,585.9
2001-08-29,587.35,587.35,585.0,585.65
2001-08-30,585.75,588.5,584.2,585.0
2001-08-31,585.2,585.55,581.7,582.1
2001-09-03,584.65,585.65,582.55,583.6
2001-09-04,583.85,584.8,581.65,582.6
2001-09-05,582.8,584.35,579.35,580.55
2001-09-06,580.95,584.4,576.25,576.25
2001-09-07,576.05,576.3,572.75,575.25
2001-09-10,575.4,578.95,575.4,576.0
2001-09-11,576.05,579.1,572.6,572.65
2001-09-12,566.95,566.95,546.65,553.3
2001-09-13,553.45,557.95,552.7,553.7
2001-09-14,553.6,553.6,521.5,525.7
2001-09-17,524.6,524.6,488.8,491.95
2001-09-18,492.05,512.75,490.7,509.4
2001-09-19,509.4,519.6,509.4,518.35
2001-09-20,518.0,518.0,505.25,513.45
2001-09-21,512.8,512.8,504.05,508.0
2001-09-24,507.9,517.75,507.9,517.1
2001-09-25,517.7,524.3,512.9,513.6
2001-09-26,513.6,515.8,511.65,515.65
2001-09-27,515.35,521.45,513.7,520.8
2001-09-28,520.65,531.45,520.65,529.35
2001-10-01,529.35,530.25,522.85,523.3
2001-10-03,522.95,523.45,517.75,517.75
2001-10-04,518.05,522.55,518.05,519.9
2001-10-05,520.2,522.75,519.6,520.35
