Date,Close
2006-02-03,1432.53
2006-02-06,1452.38
2006-02-07,1460.86
2006-02-08,1452.62
2006-02-10,1462.42
2006-02-13,1474.11
2006-02-14,1470.87
2006-02-15,1477.12
2006-02-16,1481.89
2006-02-17,1469.76
2006-02-20,1470.31
2006-02-21,1483.33
2006-02-22,1491.07
2006-02-23,1495.28
2006-02-24,1493.15
2006-02-27,1503.71
2006-02-28,1502.86
2006-03-01,1528.62
2006-03-02,1529.92
2006-03-03,1529.52
2006-03-06,1549.84
2006-03-07,1552.09
2006-03-08,1528.65
2006-03-09,1532.56
2006-03-10,1558.57
2006-03-13,1564.61
2006-03-14,1554.43
2006-03-16,1564.62
2006-03-17,1568.54
2006-03-20,1578.98
2006-03-21,1574.56
2006-03-22,1568.86
2006-03-23,1572.09
2006-03-24,1583.79
2006-03-27,1594.99
2006-03-28,1584.84
2006-03-29,1595.11
2006-03-30,1616.75
2006-03-31,1631.61
2006-04-03,1672.39
2006-04-04,1682.85
2006-04-05,1704.86
2006-04-07,1684.73
2006-04-10,1700.35
2006-04-12,1659.28
2006-04-13,1641.06
2006-04-17,1681.38
2006-04-18,1719.09
2006-04-19,1717.53
2006-04-20,1737.78
2006-04-21,1742.65
2006-04-24,1738.09
2006-04-25,1706.34
2006-04-26,1732.58
2006-04-27,1722.32
2006-04-28,1722.1
2006-04-29,1750.7
2006-05-02,1773.29
2006-05-03,1784.77
2006-05-04,1788.36
2006-05-05,1792.55
2006-05-08,1806.57
2006-05-09,1810.38
2006-05-10,1814.8
2006-05-11,1801.77
2006-05-12,1785.43
2006-05-15,1715.46
2006-05-16,1708.66
2006-05-17,1758.65
2006-05-18,1643.7
2006-05-19,1583.37
2006-05-22,1498.75
2006-05-23,1542.9
2006-05-24,1533.27
2006-05-25,1541.19
2006-05-26,1570.71
2006-05-29,1574.71
2006-05-30,1560.88
2006-05-31,1516.87
2006-06-01,1470.29
2006-06-02,1497.65
2006-06-05,1466.65
2006-06-06,1417.34
2006-06-07,1362.13
2006-06-08,1279.5
2006-06-09,1354.43
2006-06-12,1321.11
2006-06-13,1252.96
2006-06-14,1228.87
2006-06-15,1298.98
2006-06-16,1347.61
2006-06-19,1373.4
2006-06-20,1363.59
2006-06-21,1395.27
2006-06-22,1421.71
2006-06-23,1433.66
2006-06-25,1441.79
2006-06-26,1388.35
2006-06-27,1391.93
2006-06-28,1390.61
2006-06-29,1392.98
2006-06-30,1439.84
2006-07-03,1440.61
2006-07-04,1441.74
2006-07-05,1467.98
2006-07-06,1454.93
2006-07-07,1419.57
2006-07-10,1441.34
2006-07-11,1438.37
2006-07-12,1457.48
2006-07-13,1455.42
2006-07-14,1440.45
2006-07-17,1400.45
2006-07-18,1386.89
2006-07-19,1351.5
2006-07-20,1386.37
2006-07-21,1354.5
2006-07-24,1357.36
2006-07-25,1384.32
2006-07-26,1417.77
2006-07-27,1431.37
2006-07-28,1432.95
2006-07-31,1437.31
2006-08-01,1433.88
2006-08-02,1454.16
2006-08-03,1455.83
2006-08-04,1452.4
2006-08-07,1446.81
2006-08-08,1460.45
2006-08-09,1475.03
2006-08-10,1488.9
2006-08-11,1498.37
2006-08-14,1518.36
2006-08-16,1535.08
2006-08-17,1530.01
2006-08-18,1534.7
2006-08-21,1540.25
2006-08-22,1539.1
2006-08-23,1523.29
2006-08-24,1533.5
2006-08-25,1543.09
2006-08-28,1548.01
2006-08-29,1552.7
2006-08-30,1551.71
2006-08-31,1538.65
2006-09-01,1552.85
2006-09-04,1570.95
2006-09-05,1575.67
2006-09-06,1585.08
2006-09-07,1575.42
2006-09-08,1585.11
2006-09-11,1536.96
2006-09-12,1540.97
2006-09-13,1564.07
2006-09-14,1570.2
2006-09-15,1577.29
2006-09-18,1589.99
2006-09-19,1575.66
2006-09-20,1585.65
2006-09-21,1603.76
2006-09-22,1595.32
2006-09-25,1589.14
2006-09-26,1595.68
2006-09-27,1603.14
2006-09-28,1606.81
2006-09-29,1621.04
2006-10-03,1622.79
2006-10-04,1603.45
2006-10-05,1631.6
2006-10-06,1638.27
2006-10-09,1640.39
2006-10-10,1638.61
2006-10-11,1635.22
2006-10-12,1655.66
2006-10-13,1665.67
2006-10-16,1676.49
2006-10-17,1664.99
2006-10-18,1666.09
2006-10-19,1659.43
2006-10-20,1664.19
2006-10-21,1677.94
2006-10-23,1672.68
2006-10-26,1686.65
2006-10-27,1700.69
2006-10-30,1705.27
2006-10-31,1696.93
2006-11-01,1709.43
2006-11-02,1714.83
2006-11-03,1715.47
2006-11-06,1723.97
2006-11-07,1720.59
2006-11-08,1707.27
2006-11-09,1716.92
2006-11-10,1720.84
2006-11-13,1746.41
2006-11-14,1743.05
2006-11-15,1734.58
2006-11-16,1739.6
2006-11-17,1722.4
2006-11-20,1709.83
2006-11-21,1733.01
2006-11-22,1740.21
2006-11-23,1748.56
2006-11-24,1754.66
2006-11-27,1759.71
2006-11-28,1738.84
2006-11-29,1750.89
2006-11-30,1753.85
2006-12-01,1776.57
2006-12-04,1784.4
2006-12-05,1789.59
2006-12-06,1778.72
2006-12-07,1783.64
2006-12-08,1776.28
2006-12-11,1725.73
2006-12-12,1659.77
2006-12-13,1689.42
2006-12-14,1728.5
2006-12-15,1748.22
2006-12-18,1754.53
2006-12-19,1721.69
2006-12-20,1718.95
2006-12-21,1732.77
2006-12-22,1745.93
2006-12-26,1769.75
2006-12-27,1788.55
2006-12-28,1795.95
2006-12-29,1810.98
2007-01-02,1831.23
2007-01-03,1859.09
2007-01-04,1852.31
2007-01-05,1858.07
2007-01-08,1841.81
2007-01-09,1822.37
2007-01-10,1799.22
2007-01-11,1841.12
2007-01-12,1880.59
2007-01-15,1889.53
2007-01-16,1890.12
2007-01-17,1902.66
2007-01-18,1907.43
2007-01-19,1892.98
2007-01-22,1884.29
2007-01-23,1868.28
2007-01-24,1882.03
2007-01-25,1909.33
2007-01-29,1911.11
2007-01-31,1899.81
2007-02-01,1922.73
2007-02-02,1936.84
2007-02-05,1947.49
2007-02-06,1952.36
2007-02-07,1964.37
2007-02-08,1951.33
2007-02-09,1917.57
2007-02-12,1850.98
2007-02-13,1846.1
2007-02-14,1860.53
2007-02-15,1904.06
2007-02-19,1913.91
2007-02-20,1892.57
2007-02-21,1888.9
2007-02-22,1860.77
2007-02-23,1813.01
2007-02-26,1817.85
2007-02-27,1808.32
2007-02-28,1739.07
2007-03-01,1745.93
2007-03-02,1712.59
2007-03-05,1626.23
2007-03-06,1650.52
2007-03-07,1624.51
2007-03-08,1678.12
2007-03-09,1670.54
2007-03-12,1677.49
2007-03-13,1692.58
2007-03-14,1646.83
2007-03-15,1659.52
2007-03-16,1643.14
2007-03-19,1664.74
2007-03-20,1681.13
2007-03-21,1698.29
2007-03-22,1728.01
2007-03-23,1726.53
2007-03-26,1711.53
2007-03-28,1689.46
2007-03-29,1692.95
2007-03-30,1713.91
2007-04-02,1653.93
2007-04-03,1673.03
2007-04-04,1694.23
2007-04-05,1707.78
2007-04-09,1744.05
2007-04-10,1757.13
2007-04-11,1760.5
2007-04-12,1749.34
2007-04-13,1779.13
2007-04-16,1821.27
2007-04-17,1811.96
2007-04-18,1824.14
2007-04-19,1821.26
2007-04-20,1845.95
2007-04-23,1842.93
2007-04-24,1856.93
2007-04-25,1884.4
2007-04-26,1893.72
2007-04-27,1867.16
2007-04-30,1875.28
2007-05-03,1904.54
2007-05-04,1901.49
2007-05-07,1893.46
2007-05-08,1865.45
2007-05-09,1870.72
2007-05-10,1872.43
2007-05-11,1876.37
2007-05-14,1899.77
2007-05-15,1911.15
2007-05-16,1923.22
2007-05-17,1937.13
2007-05-18,1940.05
2007-05-21,1952.6
2007-05-22,1955.74
2007-05-23,1942.57
2007-05-24,1941.16
2007-05-25,1951.14
2007-05-28,1964.68
2007-05-29,1971.75
2007-05-30,1944.93
2007-05-31,1957.43
2007-06-01,1974.69
2007-06-04,1963.06
2007-06-05,1963.95
2007-06-06,1929.67
2007-06-07,1922.37
2007-06-08,1909.69
2007-06-11,1908.47
2007-06-12,1907.79
2007-06-13,1896.24
2007-06-14,1922.83
2007-06-15,1921.36
2007-06-18,1906.57
2007-06-19,1925.89
2007-06-20,1940.75
2007-06-21,1949.21
2007-06-22,1948.65
2007-06-25,1943.82
2007-06-26,1948.31
2007-06-27,1945.65
2007-06-28,1960.93
2007-06-29,1999.72
2007-07-02,2005.92
2007-07-03,2015.81
2007-07-04,2017.71
2007-07-05,2001.86
2007-07-06,2010.98
2007-07-09,2024.07
2007-07-10,2017.44
2007-07-11,2019.63
2007-07-12,2052.75
2007-07-13,2060.1
2007-07-16,2059.26
2007-07-17,2048.49
2007-07-18,2047.67
2007-07-19,2072.56
2007-07-20,2063.88
2007-07-23,2079.11
2007-07-24,2075.03
2007-07-25,2055.63
2007-07-26,2074.69
2007-07-27,2012.05
2007-07-30,2013.7
2007-07-31,2047.45
2007-08-01,1966.37
2007-08-02,1970.29
2007-08-03,1995.1
2007-08-06,1974.95
2007-08-07,1979.44
2007-08-08,2026.76
2007-08-09,2000.23
2007-08-10,1978.97
2007-08-13,1999.4
2007-08-14,2002.99
2007-08-16,1932.79
2007-08-17,1913.32
2007-08-20,1961.46
2007-08-21,1893.13
2007-08-22,1929.91
2007-08-23,1907.53
2007-08-24,1941.87
2007-08-27,1992.68
2007-08-28,2005.42
2007-08-29,2023.39
2007-08-30,2037.27
2007-08-31,2080.98
2007-09-03,2103.03
2007-09-04,2117.21
2007-09-05,2115.13
2007-09-06,2131.85
2007-09-07,2128.61
2007-09-10,2141.41
2007-09-11,2152.32
2007-09-12,2166.89
2007-09-13,2182.87
2007-09-14,2154.86
2007-09-17,2150.77
2007-09-18,2175.99
2007-09-19,2221.29
2007-09-20,2232.29
2007-09-21,2251.38
2007-09-24,2293.68
2007-09-25,2322.64
2007-09-26,2330.79
2007-09-27,2344.64
2007-09-28,2393.5
2007-10-01,2431.0
2007-10-03,2453.13
2007-10-04,2469.93
2007-10-05,2441.23
2007-10-08,2343.58
2007-10-09,2445.74
2007-10-10,2469.4
2007-10-11,2499.82
2007-10-12,2460.46
2007-10-15,2533.24
2007-10-16,2542.98
2007-10-17,2469.88
2007-10-18,2382.85
2007-10-19,2305.54
2007-10-22,2311.93
2007-10-23,2428.8
2007-10-24,2452.05
2007-10-25,2457.78
2007-10-26,2507.55
2007-10-29,2558.98
2007-10-30,2562.75
2007-10-31,2591.44
2007-11-01,2526.43
2007-11-02,2558.08
2007-11-05,2540.86
2007-11-06,2541.55
2007-11-07,2530.88
2007-11-08,2510.23
2007-11-09,2502.63
2007-11-12,2486.81
2007-11-13,2526.97
2007-11-14,2609.06
2007-11-15,2643.03
2007-11-16,2698.62
2007-11-19,2713.42
2007-11-20,2683.16
2007-11-21,2547.31
2007-11-22,2517.92
2007-11-23,2577.86
2007-11-26,2612.89
2007-11-27,2605.5
2007-11-28,2590.25
2007-11-29,2569.4
2007-11-30,2632.77
2007-12-03,2714.71
2007-12-04,2750.31
2007-12-05,2789.24
2007-12-06,2800.8
2007-12-07,2810.66
2007-12-10,2841.61
2007-12-11,2862.82
2007-12-12,2892.11
2007-12-13,2883.89
2007-12-14,2898.3
2007-12-17,2771.71
2007-12-18,2777.53
2007-12-19,2779.55
2007-12-20,2774.87
2007-12-24,2858.98
2007-12-26,2907.26
2007-12-27,2901.85
2007-12-28,2944.25
2007-12-31,2989.77
2008-01-01,3009.88
2008-01-02,3048.37
2008-01-03,3055.7
2008-01-04,3079.71
2008-01-07,3078.97
2008-01-08,3026.55
2008-01-09,3027.19
2008-01-10,2932.55
2008-01-11,2923.9
2008-01-14,2950.64
2008-01-15,2893.72
2008-01-16,2835.01
2008-01-17,2837.07
2008-01-18,2716.17
2008-01-21,2425.87
2008-01-22,2248.05
2008-01-23,2409.38
2008-01-24,2334.44
2008-01-25,2506.77
2008-01-28,2478.94
2008-01-29,2485.85
2008-01-30,2436.49
2008-01-31,2423.78
2008-02-01,2486.29
2008-02-04,2565.53
2008-02-05,2582.77
2008-02-06,2526.83
2008-02-07,2458.09
2008-02-08,2434.83
2008-02-11,2322.15
2008-02-12,2305.33
2008-02-13,2327.8
2008-02-14,2433.96
2008-02-15,2476.03
2008-02-18,2487.91
2008-02-19,2488.08
2008-02-20,2437.11
2008-02-21,2466.24
2008-02-22,2435.0
2008-02-25,2456.68
2008-02-26,2488.88
2008-02-27,2486.62
2008-02-28,2494.38
2008-02-29,2491.56
2008-03-03,2398.67
2008-03-04,2359.56
2008-03-05,2378.75
2008-03-07,2292.6
2008-03-10,2295.41
2008-03-11,2332.46
2008-03-12,2321.91
2008-03-13,2209.37
2008-03-14,2252.74
2008-03-17,2113.67
2008-03-18,2102.97
2008-03-19,2102.24
2008-03-24,2103.16
2008-03-25,2214.83
2008-03-26,2225.44
2008-03-27,2232.31
2008-03-28,2305.75
2008-03-31,2236.28
2008-04-01,2232.74
2008-04-02,2245.53
2008-04-03,2262.08
2008-04-04,2222.5
2008-04-07,2272.8
2008-04-08,2272.48
2008-04-09,2296.83
2008-04-10,2291.94
2008-04-11,2305.87
2008-04-15,2356.83
2008-04-16,2383.75
2008-04-17,2436.93
2008-04-21,2468.36
2008-04-22,2465.58
2008-04-23,2468.32
2008-04-24,2453.31
2008-04-25,2486.17
2008-04-28,2474.34
2008-04-29,2534.63
2008-04-30,2522.55
2008-05-02,2564.21
2008-05-05,2555.38
2008-05-06,2535.07
2008-05-07,2521.29
2008-05-08,2506.77
2008-05-09,2460.44
2008-05-12,2465.95
2008-05-13,2464.43
2008-05-14,2514.45
2008-05-15,2543.71
2008-05-16,2568.02
2008-05-20,2543.29
2008-05-21,2552.68
2008-05-22,2515.62
2008-05-23,2482.16
2008-05-26,2437.8
2008-05-27,2431.44
2008-05-28,2482.1
2008-05-29,2463.16
2008-06-02,2420.97
2008-06-03,2411.99
2008-06-04,2330.7
2008-06-05,2369.59
2008-06-06,2340.37
2008-06-09,2269.12
2008-06-10,2258.87
2008-06-11,2294.06
2008-06-12,2299.5
2008-06-13,2296.54
2008-06-16,2313.4
2008-06-17,2351.29
2008-06-18,2326.61
2008-06-19,2287.21
2008-06-20,2219.55
2008-06-23,2166.67
2008-06-24,2129.62
2008-06-25,2145.2
2008-06-26,2161.88
2008-06-27,2068.0
2008-06-30,2018.11
2008-07-01,1938.53
2008-07-02,2017.08
2008-07-03,1947.01
2008-07-04,1991.96
2008-07-07,2029.81
2008-07-08,2024.04
2008-07-09,2100.09
2008-07-10,2109.84
2008-07-11,2045.69
2008-07-14,2025.04
2008-07-15,1946.6
2008-07-16,1924.18
2008-07-17,1971.12
2008-07-18,2010.91
2008-07-21,2021.65
2008-07-22,2059.96
2008-07-23,2169.72
2008-07-25,2127.51
2008-07-28,2151.63
2008-07-29,2092.65
2008-07-30,2141.37
2008-07-31,2126.24
2008-08-01,2167.24
2008-08-04,2194.66
2008-08-05,2241.49
2008-08-06,2226.99
2008-08-07,2238.61
2008-08-08,2241.07
2008-08-11,2271.69
2008-08-12,2246.17
2008-08-13,2242.52
2008-08-14,2199.13
2008-08-18,2175.04
2008-08-19,2164.57
2008-08-20,2182.16
2008-08-21,2123.78
2008-08-22,2132.77
2008-08-25,2135.94
2008-08-26,2141.89
2008-08-27,2126.26
2008-08-28,2088.21
2008-08-29,2160.72
2008-09-01,2159.24
2008-09-02,2209.88
2008-09-04,2198.17
2008-09-05,2159.17
2008-09-08,2193.56
2008-09-10,2159.11
2008-09-11,2126.27
2008-09-12,2089.61
2008-09-15,2015.34
2008-09-16,2002.37
2008-09-17,1959.96
2008-09-18,1951.49
2008-09-19,2014.61
2008-09-22,2016.38
2008-09-23,1978.24
2008-09-24,1985.7
2008-09-25,1956.16
2008-09-26,1905.54
2008-09-30,1868.04
2008-10-01,1883.73
2008-10-03,1834.97
2008-10-06,1734.71
2008-10-07,1721.08
2008-10-08,1645.54
2008-10-10,1528.22
2008-10-13,1627.98
2008-10-14,1649.25
2008-10-15,1560.25
2008-10-16,1557.11
2008-10-17,1493.84
2008-10-20,1508.97
2008-10-21,1561.52
2008-10-22,1493.53
2008-10-23,1428.07
2008-10-24,1295.06
2008-10-27,1258.93
2008-10-28,1329.61
2008-10-29,1345.2
2008-10-31,1403.06
2008-11-03,1464.25
2008-11-04,1494.45
2008-11-05,1465.2
2008-11-06,1416.8
2008-11-07,1451.11
2008-11-11,1437.74
2008-11-12,1410.62
2008-11-14,1387.88
2008-11-17,1366.56
2008-11-18,1321.43
2008-11-19,1303.01
2008-11-20,1265.46
2008-11-21,1298.94
2008-11-25,1293.56
2008-11-26,1321.24
2008-11-28,1328.91
2008-12-01,1306.3
2008-12-02,1304.37
2008-12-03,1311.41
2008-12-04,1359.63
2008-12-05,1335.31
2008-12-08,1349.92
2008-12-10,1395.23
2008-12-11,1391.79
2008-12-12,1399.21
2008-12-15,1434.52
2008-12-16,1462.97
2008-12-17,1424.41
2008-12-18,1476.45
2008-12-19,1495.01
2008-12-22,1480.41
2008-12-23,1449.06
2008-12-24,1437.5
2008-12-26,1409.48
2008-12-29,1430.0
2008-12-30,1459.46
2008-12-31,1454.02
2009-01-01,1496.72
2009-01-02,1520.5
2009-01-05,1559.19
2009-01-06,1565.69
2009-01-07,1466.55
2009-01-09,1440.61
2009-01-12,1404.75
2009-01-13,1392.98
2009-01-14,1432.83
2009-01-15,1397.29
2009-01-16,1422.1
2009-01-19,1416.94
2009-01-20,1405.13
2009-01-21,1371.58
2009-01-22,1351.85
2009-01-23,1326.32
2009-01-27,1357.15
2009-01-28,1388.26
2009-01-29,1386.32
2009-01-30,1407.27
2009-02-02,1366.1
2009-02-03,1365.85
2009-02-04,1363.69
2009-02-05,1346.85
2009-02-06,1378.2
2009-02-09,1411.52
2009-02-10,1416.68
2009-02-11,1415.84
2009-02-12,1499.18
2009-02-13,1521.79
2009-02-16,1473.76
2009-02-17,1433.44
2009-02-18,1427.11
2009-02-19,1426.98
2009-02-20,1399.77
2009-02-24,1388.42
2009-02-25,1399.4
2009-02-26,1392.99
2009-02-27,1380.45
2009-03-02,1342.49
2009-03-03,1318.2
2009-03-04,1325.2
2009-03-05,1297.7
2009-03-06,1306.59
2009-03-09,1280.93
2009-03-12,1295.13
2009-03-13,1341.55
2009-03-16,1375.57
2009-03-17,1371.22
2009-03-18,1390.16
2009-03-19,1399.01
2009-03-20,1399.91
2009-03-23,1447.45
2009-03-24,1434.53
2009-03-25,1445.43
2009-03-26,1488.46
2009-03-27,1524.08
2009-03-30,1472.18
2009-03-31,1497.67
2009-04-01,1527.37
2009-04-02,1590.56
2009-04-06,1626.01
2009-04-08,1672.96
2009-04-09,1689.46
2009-04-13,1736.87
2009-04-15,1797.52
2009-04-16,1721.96
2009-04-17,1739.38
2009-04-20,1765.41
2009-04-21,1750.48
2009-04-22,1725.14
2009-04-23,1769.12
2009-04-24,1803.74
2009-04-27,1803.71
2009-04-28,1748.0
2009-04-29,1802.2
2009-05-04,1898.06
2009-05-05,1921.15
2009-05-06,1895.64
2009-05-07,1943.4
2009-05-08,1906.01
2009-05-11,1883.22
2009-05-12,1942.26
2009-05-13,1926.04
2009-05-14,1916.09
2009-05-15,1954.57
2009-05-18,2244.06
2009-05-20,2316.03
2009-05-21,2303.48
2009-05-22,2337.87
2009-05-25,2377.52
2009-05-26,2312.02
2009-05-27,2400.08
2009-05-28,2412.26
2009-05-29,2470.31
2009-06-01,2547.81
2009-06-02,2560.36
2009-06-03,2594.06
2009-06-04,2618.55
2009-06-05,2620.44
2009-06-08,2515.74
2009-06-09,2600.71
2009-06-10,2648.88
2009-06-11,2655.49
2009-06-12,2621.06
2009-06-15,2577.53
2009-06-16,2634.36
2009-06-17,2538.19
2009-06-18,2468.36
2009-06-19,2517.84
2009-06-22,2490.36
2009-06-23,2485.9
2009-06-24,2532.28
2009-06-25,2509.83
2009-06-26,2569.3
2009-06-29,2588.42
2009-06-30,2515.74
2009-07-01,2535.88
2009-07-02,2542.38
2009-07-03,2570.52
2009-07-06,2445.52
2009-07-07,2461.54
2009-07-08,2400.19
2009-07-09,2399.32
2009-07-10,2354.95
2009-07-13,2294.29
2009-07-14,2395.58
2009-07-15,2477.32
2009-07-16,2483.8
2009-07-17,2563.8
2009-07-20,2644.44
2009-07-21,2631.45
2009-07-22,2590.75
2009-07-23,2661.55
2009-07-24,2709.11
2009-07-27,2752.6
2009-07-28,2773.43
2009-07-29,2753.02
2009-07-30,2766.89
2009-07-31,2796.78
2009-08-03,2846.83
2009-08-04,2832.75
2009-08-05,2853.97
2009-08-06,2784.14
2009-08-07,2723.49
2009-08-10,2690.59
2009-08-11,2718.64
2009-08-12,2701.53
2009-08-13,2801.96
2009-08-14,2800.0
2009-08-17,2689.63
2009-08-18,2742.57
2009-08-19,2709.04
2009-08-20,2745.1
2009-08-21,2791.36
2009-08-24,2850.77
2009-08-25,2874.59
2009-08-26,2908.17
2009-08-27,2916.69
2009-08-28,2932.73
2009-08-31,2912.58
2009-09-01,2873.25
2009-09-02,2856.14
2009-09-03,2861.88
2009-09-04,2904.81
2009-09-07,2965.34
2009-09-08,2957.52
2009-09-09,2948.91
2009-09-10,2943.65
2009-09-11,2963.23
2009-09-14,2977.01
2009-09-15,3024.27
2009-09-16,3054.91
2009-09-17,3060.55
2009-09-18,3078.45
2009-09-22,3099.66
2009-09-23,3053.47
2009-09-24,3069.7
2009-09-25,3067.43
2009-09-29,3088.83
2009-09-30,3126.08
2009-10-01,3135.86
