Date,Close,SharesTraded,Turnover
2009-07-03,1048.41,312063879.0,8211.66
2009-07-06,995.8,400610507.0,11130.72
2009-07-07,1003.12,319365770.0,8911.02
2009-07-08,976.17,325896666.0,8585.49
2009-07-09,979.18,312510091.0,7793.11
2009-07-10,964.42,300855136.0,7980.0
2009-07-13,951.57,260550344.0,6624.31
2009-07-14,983.41,262594678.0,7164.12
2009-07-15,1014.1,330103462.0,8690.25
2009-07-16,1015.95,352716287.0,10338.32
2009-07-17,1039.75,329362386.0,9341.27
2009-07-20,1073.09,349364687.0,9573.85
2009-07-21,1067.53,319691578.0,8766.27
2009-07-22,1053.99,347915059.0,9713.5
2009-07-23,1079.89,289404219.0,9095.82
2009-07-24,1095.28,354586697.0,9719.05
2009-07-27,1097.92,308585277.0,8964.27
2009-07-28,1095.76,350435886.0,9889.13
2009-07-29,1085.49,395364531.0,11147.72
2009-07-30,1092.23,367483876.0,11366.03
2009-07-31,1104.92,300181167.0,8957.74
2009-08-03,1122.71,272354820.0,7670.94
2009-08-04,1116.87,304931903.0,8699.76
2009-08-05,1123.33,257255779.0,7834.7
2009-08-06,1098.58,294234163.0,8723.34
2009-08-07,1075.17,267227328.0,7705.21
2009-08-10,1066.85,280070222.0,7940.27
2009-08-11,1075.42,258982745.0,7540.35
2009-08-12,1073.18,307551623.0,8381.61
2009-08-13,1104.1,279272887.0,7904.47
2009-08-14,1101.81,286521257.0,7615.8
2009-08-17,1060.2,286351020.0,7372.57
2009-08-18,1075.77,244503914.0,6978.94
2009-08-19,1059.55,279604296.0,7387.48
2009-08-20,1070.88,200995447.0,5374.32
2009-08-21,1087.5,234530318.0,6734.84
2009-08-24,1113.84,302584480.0,7832.18
2009-08-25,1123.1,359755300.0,9139.15
2009-08-26,1132.73,396300759.0,10806.26
2009-08-27,1137.9,356339848.0,10165.01
2009-08-28,1149.37,386978976.0,9369.36
2009-08-31,1135.8,451128235.0,9962.07
2009-09-01,1126.52,427878668.0,10388.29
2009-09-02,1121.78,351408421.0,8792.8
2009-09-03,1119.79,320803620.0,8446.58
2009-09-04,1137.11,301741108.0,8007.31
2009-09-07,1159.34,319018983.0,8128.52
2009-09-08,1163.55,372021924.0,10697.42
2009-09-09,1162.6,312745593.0,8967.85
2009-09-10,1162.75,377973612.0,9995.97
2009-09-11,1161.55,339767459.0,8902.72
2009-09-14,1156.46,258806863.0,6862.43
2009-09-15,1174.75,282376515.0,7719.26
2009-09-16,1186.51,289743120.0,8563.62
2009-09-17,1187.56,330234904.0,12195.77
2009-09-18,1195.78,298717390.0,8064.27
2009-09-22,1202.07,253161375.0,7009.72
2009-09-23,1188.06,264784872.0,7137.59
2009-09-24,1186.41,311803642.0,10358.41
2009-09-25,1187.28,251676088.0,7628.34
2009-09-29,1199.96,239520987.0,7630.7
2009-09-30,1210.84,225719928.0,7654.6
2009-10-01,1211.52,295380674.0,9253.86
2009-10-05,1191.34,287070870.0,8948.46
2009-10-06,1189.91,393012646.0,10739.68
2009-10-07,1186.77,318424070.0,10266.49
2009-10-08,1186.18,331273514.0,11095.2
2009-10-09,1178.08,267248318.0,8737.19
2009-10-12,1200.46,238671384.0,7205.65
2009-10-14,1217.13,313578940.0,9062.07
2009-10-15,1213.98,326247174.0,8557.01
2009-10-16,1217.76,293314626.0,8678.01
2009-10-17,1222.13,64163898.0,1719.49
2009-10-20,1214.77,291459575.0,7919.48
2009-10-21,1208.56,306747305.0,8694.45
2009-10-22,1190.17,268238975.0,8149.31
2009-10-23,1188.16,245614408.0,8272.3
2009-10-26,1180.43,236247852.0,7006.01
2009-10-27,1155.7,355698046.0,8852.74
2009-10-28,1161.09,314539472.0,7882.88
2009-10-29,1142.92,377007047.0,9635.07
2009-10-30,1132.92,341098814.0,9127.8
2009-11-03,1096.72,358796146.0,8453.87
2009-11-04,1130.6,356889982.0,7877.78
2009-11-05,1145.12,354911232.0,7799.73
2009-11-06,1154.48,310181580.0,7279.83
2009-11-09,1169.44,272888745.0,6746.23
2009-11-10,1164.35,344120556.0,9138.44
2009-11-11,1194.36,321308623.0,8715.19
2009-11-12,1188.57,330704886.0,8649.9
2009-11-13,1198.98,254021688.0,6907.06
2009-11-16,1212.69,249120607.0,6530.72
2009-11-17,1213.38,249220686.0,6781.09
2009-11-18,1211.92,241925818.0,7100.26
2009-11-19,1197.77,323128568.0,6752.27
2009-11-20,1207.95,324091613.0,7420.4
2009-11-23,1217.96,226297434.0,6446.64
2009-11-24,1218.94,241332775.0,6602.48
2009-11-25,1221.56,232632206.0,6665.96
2009-11-26,1203.44,269835409.0,7433.66
2009-11-27,1187.96,336293714.0,7800.62
2009-11-30,1208.95,313227973.0,6798.85
2009-12-01,1229.28,346444200.0,7373.01
2009-12-02,1230.82,321017788.0,7881.73
2009-12-03,1235.92,279113653.0,6924.3
2009-12-04,1233.79,278117806.0,6615.61
2009-12-07,1223.16,262497025.0,6207.62
2009-12-08,1240.91,267557821.0,6496.73
2009-12-09,1239.27,292317551.0,7064.61
2009-12-10,1243.34,258011287.0,6057.67
2009-12-11,1242.9,244673706.0,6331.61
2009-12-14,1244.31,201755175.0,5661.66
2009-12-15,1232.17,214890127.0,5636.1
2009-12-16,1236.4,211381949.0,5422.4
2009-12-17,1237.96,237741658.0,5824.12
2009-12-18,1225.56,247524969.0,6599.37
2009-12-21,1218.69,185179553.0,5356.93
2009-12-22,1224.33,176107814.0,4785.2
2009-12-23,1257.27,247742461.0,6469.92
2009-12-24,1263.22,207146774.0,5403.96
2009-12-29,1262.92,168763118.0,4713.73
2009-12-30,1261.32,161585669.0,4321.57
2009-12-31,1269.5,203311040.0,6086.49
2010-01-04,1274.34,183589839.0,6137.58
2010-01-05,1283.98,265500678.0,7224.84
2010-01-06,1285.62,251772492.0,7024.9
2010-01-07,1281.66,233368901.0,6963.53
2010-01-08,1278.77,269573168.0,7366.59
2010-01-11,1282.58,298280331.0,10599.24
2010-01-12,1280.3,257988490.0,7803.97
2010-01-13,1290.43,251406738.0,7257.51
2010-01-14,1301.32,236300351.0,6966.81
2010-01-15,1297.81,230137024.0,6630.68
2010-01-18,1298.23,211674048.0,6205.05
2010-01-19,1283.59,210375078.0,6129.64
2010-01-20,1282.79,229761211.0,7143.52
2010-01-21,1250.22,263518110.0,7649.43
2010-01-22,1237.94,317671001.0,9558.18
2010-01-25,1230.44,206156187.0,5753.48
2010-01-27,1196.28,318910855.0,8549.59
2010-01-28,1198.18,322697659.0,9728.05
2010-01-29,1198.63,310734707.0,8434.98
2010-02-01,1208.54,255812491.0,6578.85
2010-02-02,1192.81,262445375.0,6861.99
2010-02-03,1212.81,213270501.0,5487.9
2010-02-04,1194.21,202706714.0,5312.74
2010-02-05,1165.45,241677461.0,6262.36
2010-02-06,1177.23,31847911.0,654.37
2010-02-08,1180.34,205117599.0,5256.58
2010-02-09,1190.61,206771607.0,5349.19
2010-02-10,1185.58,235977654.0,5951.29
2010-02-11,1200.65,180395067.0,4640.99
2010-02-15,1193.31,169276993.0,4535.7
2010-02-16,1203.64,178565031.0,5049.26
2010-02-17,1212.98,189953450.0,5630.58
2010-02-18,1202.59,200738265.0,4757.19
2010-02-19,1191.96,224961594.0,5244.23
2010-02-22,1191.03,167537858.0,4134.79
2010-02-23,1191.25,152712061.0,4162.51
2010-02-24,1190.73,166597772.0,4335.48
2010-02-25,1191.17,216809854.0,6003.2
2010-02-26,1206.4,333885322.0,8166.85
2010-03-02,1223.46,240569995.0,6360.5
2010-03-03,1241.0,204679477.0,5943.58
2010-03-04,1242.16,235090907.0,6025.1
2010-03-05,1246.04,253793207.0,5967.3
2010-03-08,1250.62,241351045.0,5962.75
2010-03-09,1243.35,184376383.0,4842.68
2010-03-10,1244.35,189633784.0,5577.85
2010-03-11,1247.65,173554535.0,4815.01
2010-03-12,1247.27,171707803.0,5288.37
2010-03-15,1246.32,164352571.0,4948.91
2010-03-16,1263.75,155534099.0,4912.65
2010-03-17,1271.39,214554342.0,6137.28
2010-03-18,1273.78,190323219.0,5147.71
2010-03-19,1280.12,163513452.0,5126.56
2010-03-22,1268.96,161380286.0,4647.85
2010-03-23,1275.14,185154222.0,5163.96
2010-03-25,1282.24,230710194.0,7446.63
2010-03-26,1284.01,,
2010-03-29,1284.08,164420205.0,5309.03
2010-03-30,1276.82,178684737.0,5584.32
2010-03-31,1274.9,,
2010-04-01,1284.85,177117375.0,5997.13
2010-04-05,1302.2,166695035.0,4984.1
2010-04-06,1300.56,185968958.0,5155.86
2010-04-07,1305.35,215459161.0,5969.28
2010-04-08,1295.85,217927789.0,5895.25
2010-04-09,1303.14,205579090.0,5743.13
2010-04-12,1299.65,178287986.0,5048.91
2010-04-13,1301.16,154782439.0,6668.61
2010-04-15,1295.93,231600258.0,6557.86
2010-04-16,1290.56,170649876.0,4880.11
2010-04-19,1274.04,180730178.0,5057.08
2010-04-20,1279.35,222679434.0,6016.78
2010-04-21,1282.35,238159675.0,5675.01
2010-04-22,1286.17,187072819.0,5758.33
2010-04-23,1288.92,163740978.0,5228.83
2010-04-26,1289.85,133190161.0,4341.11
2010-04-27,1288.27,204117540.0,5184.53
2010-04-28,1267.06,264607901.0,6715.55
2010-04-29,1271.85,229477643.0,6265.69
2010-04-30,1280.91,228036343.0,5857.51
2010-05-03,1269.68,177413191.0,4424.41
2010-05-04,1252.5,248602170.0,5582.89
2010-05-05,1251.22,253285969.0,6581.67
2010-05-06,1243.05,229319268.0,6070.56
2010-05-07,1227.63,486461975.0,8815.74
2010-05-10,1261.64,255881378.0,5958.67
2010-05-11,1245.58,209121373.0,5034.17
2010-05-12,1248.56,228952793.0,5705.48
2010-05-13,1254.82,212724978.0,5317.05
2010-05-14,1237.06,179413713.0,5695.66
2010-05-17,1232.97,186114471.0,6143.71
2010-05-18,1237.75,167485524.0,5449.14
2010-05-19,1209.99,243516899.0,6986.23
2010-05-20,1215.11,214809710.0,6380.05
2010-05-21,1204.69,241185892.0,7035.81
2010-05-24,1213.01,257538285.0,5839.73
2010-05-25,1181.26,233121108.0,5998.84
2010-05-26,1203.62,247228081.0,6380.91
2010-05-27,1217.38,271920028.0,7904.44
2010-05-28,1234.75,206981954.0,5517.6
2010-05-31,1242.87,217521610.0,5446.25
2010-06-01,1220.96,223877421.0,5600.52
2010-06-02,1234.15,231370660.0,5695.91
2010-06-03,1253.4,201484530.0,5139.96
2010-06-04,1256.13,176906702.0,4592.56
2010-06-07,1234.17,163321589.0,4500.14
2010-06-08,1223.84,166982386.0,4532.1
2010-06-09,1231.19,187731530.0,4953.72
2010-06-10,1249.13,193287534.0,4988.59
2010-06-11,1255.51,213897863.0,5897.8
2010-06-14,1272.57,229807637.0,5413.25
2010-06-15,1278.28,359883516.0,6748.64
2010-06-16,1279.7,303797476.0,6149.08
2010-06-17,1289.62,239389386.0,5878.11
2010-06-18,1286.71,289638474.0,7025.85
2010-06-21,1303.8,242281462.0,5691.07
2010-06-22,1296.01,219456401.0,5046.84
2010-06-23,1298.6,194610606.0,5063.38
2010-06-24,1299.14,268334114.0,7278.34
2010-06-25,1295.32,247010167.0,5951.86
2010-06-28,1312.69,195894031.0,5825.1
2010-06-29,1299.46,196530249.0,5055.48
2010-06-30,1308.04,210306211.0,6263.4
2010-07-01,1297.32,177422757.0,4983.17
2010-07-02,1292.36,221831109.0,4968.94
2010-07-05,1291.41,156125141.0,2977.16
2010-07-06,1301.06,150230584.0,3902.34
2010-07-07,1292.22,167006002.0,4029.49
2010-07-08,1303.97,162829885.0,4275.11
2010-07-09,1313.52,237262757.0,5919.95
2010-07-12,1317.0,221349381.0,5548.59
2010-07-13,1318.11,270033699.0,6930.76
2010-07-14,1314.27,270952667.0,6864.76
2010-07-15,1311.98,186125400.0,5254.86
2010-07-16,1316.3,160022424.0,5105.62
2010-07-19,1313.33,124556614.0,3492.2
2010-07-20,1310.87,156505564.0,3626.37
2010-07-21,1319.22,152317050.0,4263.04
2010-07-22,1325.81,173886313.0,5089.78
2010-07-23,1325.85,182024995.0,5285.93
2010-07-26,1319.81,170499110.0,5034.72
2010-07-27,1320.58,175087606.0,5996.31
2010-07-28,1311.59,166917710.0,5892.51
2010-07-29,1308.21,201145169.0,6774.9
2010-07-30,1298.75,155453896.0,4678.2
2010-08-02,1309.84,129241906.0,3826.42
2010-08-03,1311.04,169258254.0,4623.7
2010-08-04,1319.58,185644610.0,5458.85
2010-08-05,1316.48,181134034.0,5074.81
2010-08-06,1313.86,167405659.0,4083.58
2010-08-09,1322.56,190018319.0,4617.17
2010-08-10,1314.92,221645807.0,5195.66
2010-08-11,1306.76,202633631.0,5437.74
2010-08-12,1302.14,202966436.0,5210.46
2010-08-13,1308.88,207277873.0,5533.74
2010-08-16,1302.54,228622743.0,5776.54
2010-08-17,1298.4,206431341.0,5204.95
2010-08-18,1309.52,207963512.0,5339.49
2010-08-19,1317.9,205723628.0,4800.31
2010-08-20,1320.6,185065003.0,5045.08
2010-08-23,1326.52,158755047.0,4279.77
2010-08-24,1318.08,188340766.0,5120.71
2010-08-25,1308.04,179033139.0,4825.07
2010-08-26,1308.45,217367665.0,6362.49
2010-08-27,1295.45,168222708.0,4716.94
2010-08-30,1295.0,130548257.0,3490.28
2010-08-31,1287.72,168656228.0,5247.88
2010-09-01,1306.17,156048368.0,4697.43
2010-09-02,1305.71,176229950.0,4176.96
2010-09-03,1309.03,177576477.0,4274.77
2010-09-06,1329.38,166392865.0,5002.11
2010-09-07,1338.73,192451276.0,5338.95
2010-09-08,1341.73,195204356.0,4977.37
2010-09-09,1344.47,162301673.0,4778.14
2010-09-13,1362.05,169246020.0,5062.37
2010-09-14,1365.93,191071181.0,5715.87
2010-09-15,1379.41,194486794.0,6589.21
2010-09-16,1365.36,223205874.0,5694.32
2010-09-17,1383.81,248966575.0,6609.42
2010-09-20,1398.19,194945634.0,5897.38
2010-09-21,1403.68,202057587.0,6759.05
2010-09-22,1393.11,173061244.0,6153.45
2010-09-23,1387.26,151233404.0,5113.49
2010-09-24,1399.94,197697475.0,6068.35
2010-09-27,1405.14,173812816.0,5315.59
2010-09-28,1404.51,173851905.0,5215.33
2010-09-29,1398.08,196399674.0,5787.92
2010-09-30,1396.81,235510462.0,7556.89
2010-10-01,1424.13,234595758.0,6869.05
2010-10-04,1425.38,220681493.0,6373.03
2010-10-05,1426.28,198654868.0,5845.66
2010-10-06,1440.24,224783255.0,6284.96
2010-10-07,1429.85,254222247.0,7102.41
2010-10-08,1428.37,165619190.0,5315.27
2010-10-11,1435.45,142435331.0,4553.57
2010-10-12,1424.81,141683431.0,4154.05
2010-10-13,1450.27,177026050.0,6284.37
2010-10-14,1438.5,201261048.0,5563.9
2010-10-15,1413.19,151052622.0,5141.38
2010-10-18,1416.42,196170604.0,6032.13
2010-10-19,1408.34,187294257.0,5683.17
2010-10-20,1402.7,156373476.0,4189.02
2010-10-21,1426.91,174191660.0,5403.63
2010-10-22,1423.11,166361270.0,4797.95
2010-10-25,1431.2,159531388.0,4846.95
2010-10-26,1427.16,144906142.0,4943.02
2010-10-27,1413.0,148778153.0,4817.43
2010-10-28,1407.99,278185529.0,9029.28
2010-10-29,1408.93,164140243.0,5206.68
2010-11-01,1423.8,149018667.0,4700.0
2010-11-02,1425.82,149725709.0,4874.49
2010-11-03,1430.82,144451645.0,4419.92
2010-11-04,1450.95,153406663.0,4726.94
2010-11-05,1457.42,27443913.0,803.76
2010-11-08,1452.79,146377960.0,4590.68
2010-11-09,1462.76,161848115.0,4674.02
2010-11-10,1457.69,147383367.0,4853.34
2010-11-11,1438.45,160695241.0,4974.35
2010-11-12,1413.92,179576364.0,5393.54
2010-11-15,1416.48,143483160.0,4031.92
2010-11-16,1389.01,179149665.0,5272.12
2010-11-18,1397.42,233735828.0,6192.89
2010-11-19,1374.56,201754546.0,5958.33
2010-11-22,1392.51,153024041.0,4475.96
2010-11-23,1379.42,186224280.0,5629.53
2010-11-24,1367.46,159099156.0,4505.02
2010-11-25,1349.49,255494106.0,7700.21
2010-11-26,1333.79,327390313.0,7486.59
2010-11-29,1354.08,195550511.0,5062.86
2010-11-30,1364.02,254579766.0,7392.32
2010-12-01,1380.37,202431534.0,5173.16
2010-12-02,1390.2,190707232.0,5783.33
2010-12-03,1386.81,154447244.0,4773.02
2010-12-06,1392.61,131534966.0,4066.38
2010-12-07,1398.06,163146357.0,4518.53
2010-12-08,1384.63,153357870.0,4263.29
2010-12-09,1352.08,190800020.0,5417.36
2010-12-10,1368.59,184544827.0,5716.08
2010-12-13,1382.44,145863230.0,4291.44
2010-12-14,1393.88,140948807.0,4231.2
2010-12-15,1387.22,147870477.0,4661.79
2010-12-16,1395.74,143527840.0,5102.84
2010-12-20,1399.52,117575186.0,5300.09
2010-12-21,1407.5,139809297.0,5064.46
2010-12-22,1404.48,111929556.0,4035.78
2010-12-23,1403.56,87609874.0,3246.8
2010-12-24,1410.33,98489575.0,3273.55
2010-12-27,1408.08,80794274.0,2533.88
2010-12-28,1408.07,87426993.0,2533.66
2010-12-29,1419.28,89877929.0,3092.26
2010-12-30,1429.6,152145413.0,5160.9
2010-12-31,1436.15,105731016.0,3646.9
2011-01-03,1440.76,108143911.0,3513.53
2011-01-04,1446.99,145038428.0,5261.43
2011-01-05,1438.33,143311988.0,4833.44
2011-01-06,1430.34,145575540.0,5228.37
2011-01-07,1397.16,142572770.0,4973.95
2011-01-10,1366.74,134998578.0,5003.5
2011-01-11,1359.44,154925735.0,5427.28
2011-01-12,1378.31,153220932.0,5367.68
2011-01-13,1362.55,143501853.0,5469.09
2011-01-14,1346.39,134418265.0,4581.92
2011-01-17,1341.08,122391870.0,4648.98
2011-01-18,1353.64,149663284.0,4939.16
2011-01-19,1346.4,155956031.0,5458.86
2011-01-20,1347.02,131873681.0,5282.81
2011-01-21,1342.35,107914530.0,4094.84
2011-01-24,1344.5,97985818.0,3676.49
2011-01-25,1337.4,124360017.0,4397.93
2011-01-27,1315.35,206726542.0,6376.52
2011-01-28,1291.0,193194533.0,6046.61
2011-01-31,1294.22,186935192.0,6031.59
2011-02-01,1273.95,230811391.0,5799.3
2011-02-02,1280.47,209417894.0,5405.82
2011-02-03,1300.29,166931825.0,4778.14
2011-02-04,1274.53,171958340.0,5094.51
2011-02-07,1272.59,125421646.0,4054.86
2011-02-08,1255.18,179127826.0,4464.57
2011-02-09,1233.01,278732906.0,6333.11
2011-02-10,1225.62,279752631.0,5867.01
2011-02-11,1237.86,245343407.0,5176.25
2011-02-14,1269.48,178939880.0,4879.33
2011-02-15,1271.59,214730987.0,4437.22
2011-02-16,1274.37,210246710.0,3591.95
2011-02-17,1283.61,171957747.0,3656.58
2011-02-18,1266.43,198310541.0,4821.37
2011-02-21,1282.6,154540926.0,4308.91
2011-02-22,1277.28,171596552.0,6171.5
2011-02-23,1273.35,166459648.0,5251.61
2011-02-24,1241.45,222114421.0,7286.34
2011-02-25,1240.77,189082950.0,5416.99
2011-02-28,1241.55,212870944.0,5781.9
2011-03-01,1277.38,180027126.0,4777.08
2011-03-03,1276.81,195971232.0,5349.38
2011-03-04,1275.54,169727202.0,4325.12
2011-03-07,1262.6,131873230.0,3508.14
2011-03-08,1274.44,129535014.0,4035.11
2011-03-09,1277.18,157561138.0,4964.67
2011-03-10,1273.05,127818755.0,3496.11
2011-03-11,1263.55,170770928.0,4828.03
2011-03-14,1279.01,117992898.0,3848.49
2011-03-15,1262.34,152102626.0,5764.7
2011-03-16,1274.21,149637367.0,4554.58
2011-03-17,1263.24,123146274.0,4129.75
2011-03-18,1248.86,126164660.0,4574.7
2011-03-21,1243.34,106160001.0,3374.07
2011-03-22,1254.06,110070564.0,3153.38
2011-03-23,1266.88,125255129.0,3620.57
2011-03-24,1274.47,187367900.0,4233.35
2011-03-25,1298.47,170361961.0,4797.42
2011-03-28,1302.62,157533064.0,4836.79
2011-03-29,1313.21,191299392.0,5412.58
2011-03-30,1324.8,174720793.0,5151.26
2011-03-31,1340.15,230914926.0,8016.87
2011-04-01,1341.18,150046155.0,4190.46
2011-04-04,1358.84,154679077.0,4335.71
2011-04-05,1363.76,170645515.0,4363.49
2011-04-06,1362.05,235531143.0,5524.85
2011-04-07,1359.76,245493681.0,4863.86
2011-04-08,1349.02,175861733.0,4521.77
2011-04-11,1338.35,138522514.0,3728.22
2011-04-13,1361.39,183154632.0,5474.67
2011-04-15,1339.99,148419183.0,7344.12
2011-04-18,1320.32,155459719.0,6253.93
2011-04-19,1321.48,153440089.0,4546.68
2011-04-20,1340.8,200336642.0,5297.22
2011-04-21,1345.1,166496673.0,6116.58
2011-04-25,1345.16,119377424.0,4229.49
2011-04-26,1344.32,179834971.0,5395.33
2011-04-27,1338.08,166606480.0,5057.79
2011-04-28,1327.62,245059656.0,6939.32
2011-04-29,1322.23,237027162.0,6293.34
2011-05-02,1314.42,124778442.0,3689.53
2011-05-03,1290.41,151119608.0,4417.55
2011-05-04,1283.67,131672799.0,4067.13
2011-05-05,1270.57,137905283.0,4408.96
2011-05-06,1282.15,125493191.0,3997.37
2011-05-09,1286.36,113804716.0,2966.96
2011-05-10,1286.11,114868327.0,3000.3
2011-05-11,1291.44,101397704.0,3559.91
2011-05-12,1277.34,111094164.0,3397.54
2011-05-13,1289.48,122547285.0,3922.8
2011-05-16,1284.07,102808493.0,3437.36
2011-05-17,1273.78,112870956.0,3705.05
2011-05-18,1268.6,106136821.0,3953.81
2011-05-19,1271.85,92424862.0,3878.78
2011-05-20,1283.4,128837011.0,4160.47
2011-05-23,1263.69,116583096.0,3741.72
2011-05-24,1267.33,138222155.0,3708.89
2011-05-25,1257.95,126313418.0,3923.1
2011-05-26,1272.47,174922193.0,5578.31
2011-05-27,1282.18,124673967.0,3513.82
2011-05-30,1284.31,148595083.0,3821.55
2011-05-31,1300.79,227399618.0,6923.03
2011-06-01,1310.44,124403108.0,3666.29
2011-06-02,1305.08,125349443.0,3688.41
2011-06-03,1299.16,110131081.0,3584.19
2011-06-06,1301.38,92965510.0,2447.53
2011-06-07,1309.42,109401952.0,3238.62
2011-06-08,1304.19,121795586.0,3351.6
2011-06-09,1304.63,104034764.0,3004.32
2011-06-10,1298.38,106904453.0,3295.29
2011-06-13,1298.13,101682445.0,3257.21
2011-06-14,1302.46,119099501.0,3969.13
2011-06-15,1291.8,135750589.0,3847.83
2011-06-16,1277.76,129868571.0,3922.01
2011-06-17,1266.92,105255844.0,3698.77
2011-06-20,1240.11,154432337.0,4849.11
2011-06-21,1245.29,119715884.0,3646.55
2011-06-22,1240.67,134519541.0,3631.4
2011-06-23,1247.4,156785438.0,3219.69
2011-06-24,1276.1,199235307.0,4986.03
2011-06-27,1286.75,212188537.0,4448.28
2011-06-28,1290.98,157986031.0,4176.8
2011-06-29,1300.01,177072588.0,4373.44
2011-06-30,1307.25,224267634.0,6490.43
2011-07-01,1305.02,182108967.0,4563.33
2011-07-04,1311.58,162554445.0,4026.66
2011-07-05,1305.41,145104824.0,4245.89
2011-07-06,1306.1,138442878.0,4012.37
2011-07-07,1328.34,153834297.0,4730.72
2011-07-08,1312.92,197836920.0,5004.64
2011-07-11,1303.45,124529856.0,3261.92
2011-07-12,1284.05,158035087.0,4537.82
2011-07-13,1296.48,150607944.0,4022.33
2011-07-14,1297.53,163728875.0,4454.28
2011-07-15,1295.87,112420349.0,3123.94
2011-07-18,1292.93,86256215.0,2560.79
2011-07-19,1301.74,134955401.0,3483.3
2011-07-20,1291.1,176553398.0,4276.44
2011-07-21,1286.07,132101092.0,3646.0
2011-07-22,1303.69,119491036.0,3608.92
2011-07-25,1313.02,123608130.0,3902.97
2011-07-26,1300.34,129983068.0,4314.98
2011-07-27,1298.87,122926155.0,4150.75
2011-07-28,1285.6,149347088.0,5071.09
2011-07-29,1275.35,161031560.0,4701.83
2011-08-01,1280.1,116979956.0,3278.23
2011-08-02,1274.87,120268789.0,3315.25
2011-08-03,1265.08,126939423.0,3636.43
2011-08-04,1252.44,109601409.0,3205.4
2011-08-05,1222.93,175449417.0,4962.67
2011-08-08,1202.48,175737090.0,4942.67
2011-08-09,1184.95,193123768.0,5465.47
2011-08-10,1201.26,146039007.0,4138.73
2011-08-11,1195.68,114563898.0,3102.31
2011-08-12,1185.06,109283352.0,3379.21
2011-08-16,1182.24,122770159.0,3134.04
2011-08-17,1186.79,128577981.0,3274.61
2011-08-18,1164.8,129828172.0,3400.61
2011-08-19,1144.22,138551212.0,4134.87
2011-08-22,1158.52,120673959.0,3388.1
2011-08-23,1172.47,123768561.0,3857.63
2011-08-24,1163.49,106367045.0,3132.36
2011-08-25,1155.16,154600593.0,4981.02
2011-08-26,1136.03,111155343.0,3678.58
2011-08-29,1167.82,133366539.0,3484.25
2011-08-30,1184.94,148103358.0,4449.67
2011-09-02,1193.51,174364365.0,4899.21
2011-09-05,1186.23,150112394.0,4056.66
2011-09-06,1196.62,178262140.0,4790.7
2011-09-07,1210.59,175216735.0,4888.72
2011-09-08,1217.61,144915344.0,4291.05
2011-09-09,1199.0,134166724.0,4394.34
2011-09-12,1177.09,107825022.0,3229.93
2011-09-13,1179.45,115709180.0,3444.71
2011-09-14,1197.04,124363917.0,4200.95
2011-09-15,1210.95,128229188.0,3678.76
2011-09-16,1208.68,172461485.0,4850.98
2011-09-19,1201.1,99909326.0,2691.16
2011-09-20,1221.84,125639427.0,3940.73
2011-09-21,1221.35,134866619.0,3719.94
2011-09-22,1177.86,128301792.0,3680.57
2011-09-23,1169.44,136980260.0,4264.82
2011-09-26,1157.35,117529857.0,3447.86
2011-09-27,1186.56,105126185.0,3401.17
2011-09-28,1184.61,121197765.0,3989.34
2011-09-29,1194.64,147886134.0,5068.48
2011-09-30,1184.71,134469080.0,4245.86
2011-10-03,1166.84,114393919.0,3407.8
2011-10-04,1152.33,133142780.0,3861.5
2011-10-05,1148.52,117097732.0,3369.09
2011-10-07,1170.13,134212690.0,4426.86
2011-10-10,1189.45,127553471.0,4243.67
2011-10-11,1185.66,138920089.0,4387.34
2011-10-12,1212.99,134682331.0,4766.04
2011-10-13,1208.35,131083032.0,4204.9
2011-10-14,1222.38,114486744.0,4089.75
2011-10-17,1214.96,110514767.0,3598.86
2011-10-18,1194.32,110304691.0,4027.23
2011-10-19,1214.2,110844576.0,3701.54
2011-10-20,1208.62,111277081.0,3035.02
2011-10-21,1201.68,90385419.0,2837.83
2011-10-24,1214.65,69759903.0,2356.37
2011-10-25,1235.03,113779381.0,4323.79
2011-10-26,1238.05,15683745.0,542.68
2011-10-28,1263.96,127522774.0,5179.26
2011-10-31,1256.78,87172975.0,3337.41
2011-11-01,1247.39,85316075.0,3050.6
2011-11-02,1250.34,73105494.0,2532.0
2011-11-03,1252.14,79075787.0,2999.42
2011-11-04,1257.59,91887638.0,3164.07
2011-11-08,1259.55,66077875.0,2289.58
2011-11-09,1247.59,73985473.0,2748.69
2011-11-11,1244.15,92097068.0,3443.6
2011-11-14,1241.62,70459660.0,2585.45
2011-11-15,1223.65,74215767.0,2400.86
2011-11-16,1210.95,98148268.0,2962.84
2011-11-17,1188.63,99659327.0,3267.37
2011-11-18,1183.28,103220153.0,3453.19
2011-11-21,1158.2,82356991.0,2839.43
2011-11-22,1165.88,98007714.0,3366.13
2011-11-23,1144.5,88919654.0,3050.46
2011-11-24,1156.49,110688312.0,3623.0
2011-11-25,1143.67,88899293.0,2875.95
2011-11-28,1167.99,86558361.0,2629.22
2011-11-29,1160.54,87994023.0,2906.85
2011-11-30,1167.25,139893137.0,4285.48
2011-12-01,1181.71,103894092.0,3377.63
2011-12-02,1201.52,92253477.0,3281.77
2011-12-05,1200.24,71107161.0,2318.55
2011-12-07,1203.67,96882439.0,3193.36
2011-12-08,1184.21,99875072.0,3159.48
2011-12-09,1169.0,93137963.0,2912.47
2011-12-12,1153.21,87089287.0,2904.0
2011-12-13,1159.56,86511749.0,2913.05
